phase,model_id,fold,seed,scenario,protocol_sha256,source_prediction_sha256,run_id,score_method,valid_count,error_count,error_prevalence,error_detection_auroc,error_detection_auprc,normalized_aurc,confidence_mean,confidence_std,confidence_min,confidence_max,actual_coverage_0_80,risk_masked_bce_0_80,macro_f1_0_80,micro_f1_0_80,actual_coverage_0_90,risk_masked_bce_0_90,macro_f1_0_90,micro_f1_0_90,actual_coverage_0_95,risk_masked_bce_0_95,macro_f1_0_95,micro_f1_0_95,actual_coverage_1_00,risk_masked_bce_1_00,macro_f1_1_00,micro_f1_1_00
V3-2,P2,4,13,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,0b49226144b5f16876e528192d37fc62d46964c786b06fe3b4858b92c5043a1f,extrasensory-p2-fold4-seed13-v2_seed13,mean_binary_certainty,51010,36895,0.723289551068418,0.6896084238634334,0.8413988651498133,0.34311419454001485,0.4985678475603788,0.20669050020544824,0.04917345630608061,0.9765134319816908,0.8,0.4076467000030888,0.6418791636624225,0.7379098256728034,0.9,0.4259420514016705,0.6244447053022004,0.7195409611229763,0.9500098019996079,0.435465864429254,0.6137858967136226,0.7093448815561858,1.0,0.4453039070601362,0.601285630296833,0.6988239583604617
V3-2,P2,4,13,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,0b49226144b5f16876e528192d37fc62d46964c786b06fe3b4858b92c5043a1f,extrasensory-p2-fold4-seed13-v2_seed13,p2_system_reliability,51010,36895,0.723289551068418,0.49800956146097647,0.705629907788807,0.43599644342402966,0.9776506590389826,0.01711748729514814,0.8427388072013855,0.998230516910553,0.8,0.44962342482874046,0.6014567970596068,0.6932057002346105,0.9,0.4495919826753438,0.5969363530035261,0.6951550203064388,0.9500098019996079,0.44926510768018385,0.5970869232477564,0.6959509432928571,1.0,0.44530390706013606,0.601285630296833,0.6988239583604617
V3-2,P2,4,13,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,0b49226144b5f16876e528192d37fc62d46964c786b06fe3b4858b92c5043a1f,extrasensory-p2-fold4-seed13-v2_seed13,task_confidence_output_only,51010,36895,0.723289551068418,0.7246869295288345,0.8581771309175439,0.34718864659742427,0.32194792684896517,0.21028067843018683,0.0052693722714620694,0.8242954778873108,0.8,0.4133955665924178,0.6419870003782953,0.7353233042773349,0.9,0.427462659686561,0.6272471241059274,0.7199323750367752,0.9500098019996079,0.4353936743697663,0.6162428563569212,0.7107686878786097,1.0,0.44530390706013606,0.601285630296833,0.6988239583604617
V3-2,P2,4,13,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,0b49226144b5f16876e528192d37fc62d46964c786b06fe3b4858b92c5043a1f,extrasensory-p2-fold4-seed13-v2_seed13,task_confidence_full,51010,36895,0.723289551068418,0.7105881704583624,0.84761939355025,0.34326163521089453,0.3770917791457797,0.23951257836220674,0.009314701879379328,0.9791152735343943,0.8,0.4152754587999157,0.6400232959326453,0.7328101435513601,0.9,0.42943045483841336,0.6221466035677911,0.7138847297584738,0.9500098019996079,0.4370513030196104,0.6121471117221492,0.7058456828117355,1.0,0.4453039070601362,0.601285630296833,0.6988239583604617
