model_id,fold,scenario_id,drop_modality,noisy_modality,gaussian_sigma,macro_f1,micro_f1,mean_average_precision,brier_score,seed_count
B4,2,mixed.drop-watch_acc.gaussian-phone_acc.sigma-2,watch_acc,phone_acc,2,0.553537416302,0.685315954578,0.554860332299,0.137861057939,3
B4,2,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-1,watch_acc,phone_gyro,1,0.565743533325,0.695891877457,0.566804108696,0.133857314307,3
B4,2,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-2,watch_acc,phone_gyro,2,0.559028113123,0.692060918373,0.558294948877,0.135875383086,3
B4,2,mixed.drop-watch_acc.gaussian-phone_state.sigma-1,watch_acc,phone_state,1,0.507540460721,0.649089042658,0.492257090074,0.150667452745,3
B4,2,mixed.drop-watch_acc.gaussian-phone_state.sigma-2,watch_acc,phone_state,2,0.482150086999,0.625450731218,0.460084622718,0.159577666703,3
B4,3,mixed.drop-audio.gaussian-location.sigma-1,audio,location,1,0.513118564251,0.670782159076,0.527535641367,0.14729807029,3
B4,3,mixed.drop-audio.gaussian-location.sigma-2,audio,location,2,0.498523780778,0.662555459112,0.511086296686,0.152769686632,3
B4,3,mixed.drop-audio.gaussian-phone_acc.sigma-1,audio,phone_acc,1,0.51505917511,0.673013050866,0.531078422344,0.143928322694,3
B4,3,mixed.drop-audio.gaussian-phone_acc.sigma-2,audio,phone_acc,2,0.509592821832,0.67131776612,0.521959682418,0.145420643178,3
B4,3,mixed.drop-audio.gaussian-phone_gyro.sigma-1,audio,phone_gyro,1,0.520215650044,0.67654242194,0.535355594345,0.142381136328,3
B4,3,mixed.drop-audio.gaussian-phone_gyro.sigma-2,audio,phone_gyro,2,0.519573059059,0.675903080052,0.530259070718,0.142742251571,3
B4,3,mixed.drop-audio.gaussian-phone_state.sigma-1,audio,phone_state,1,0.461405611427,0.620207720823,0.457052012185,0.15937926283,3
B4,3,mixed.drop-audio.gaussian-phone_state.sigma-2,audio,phone_state,2,0.434217266282,0.59960075789,0.426147005387,0.167183969214,3
B4,3,mixed.drop-audio.gaussian-watch_acc.sigma-1,audio,watch_acc,1,0.497061969569,0.654220119542,0.507349504546,0.15282746545,3
B4,3,mixed.drop-audio.gaussian-watch_acc.sigma-2,audio,watch_acc,2,0.479209555196,0.643085294439,0.480775154668,0.158566845967,3
B4,3,mixed.drop-location.gaussian-audio.sigma-1,location,audio,1,0.498073954026,0.660351406747,0.504517366179,0.158798518274,3
B4,3,mixed.drop-location.gaussian-audio.sigma-2,location,audio,2,0.482245952165,0.645894735347,0.486910988469,0.165099526714,3
B4,3,mixed.drop-location.gaussian-phone_acc.sigma-1,location,phone_acc,1,0.533466932116,0.696115752803,0.549146074426,0.145489172326,3
B4,3,mixed.drop-location.gaussian-phone_acc.sigma-2,location,phone_acc,2,0.525925462547,0.692094958776,0.540124362189,0.147296806998,3
B4,3,mixed.drop-location.gaussian-phone_gyro.sigma-1,location,phone_gyro,1,0.5381147325,0.699854562794,0.552233905223,0.143095058243,3
B4,3,mixed.drop-location.gaussian-phone_gyro.sigma-2,location,phone_gyro,2,0.534387185506,0.697335834915,0.545417291865,0.143524363486,3
B4,3,mixed.drop-location.gaussian-phone_state.sigma-1,location,phone_state,1,0.484088971724,0.650214426946,0.485687267139,0.158113914718,3
B4,3,mixed.drop-location.gaussian-phone_state.sigma-2,location,phone_state,2,0.458556640057,0.628977806733,0.456888302611,0.165055907426,3
B4,3,mixed.drop-location.gaussian-watch_acc.sigma-1,location,watch_acc,1,0.51874375709,0.684130072418,0.530858284919,0.152491857512,3
B4,3,mixed.drop-location.gaussian-watch_acc.sigma-2,location,watch_acc,2,0.501340588708,0.673784730255,0.503324038061,0.157919577208,3
B4,3,mixed.drop-phone_acc.gaussian-audio.sigma-1,phone_acc,audio,1,0.505603854238,0.673664705516,0.512511112783,0.142906106963,3
B4,3,mixed.drop-phone_acc.gaussian-audio.sigma-2,phone_acc,audio,2,0.488332932896,0.658611291286,0.492132398445,0.149728013769,3
B4,3,mixed.drop-phone_acc.gaussian-location.sigma-1,phone_acc,location,1,0.542483352784,0.704969678486,0.556069606798,0.131492467548,3
B4,3,mixed.drop-phone_acc.gaussian-location.sigma-2,phone_acc,location,2,0.529676174943,0.697377658928,0.542143015462,0.136898081694,3
B4,3,mixed.drop-phone_acc.gaussian-phone_gyro.sigma-1,phone_acc,phone_gyro,1,0.554352652504,0.716923054117,0.566813858263,0.124622273344,3
B4,3,mixed.drop-phone_acc.gaussian-phone_gyro.sigma-2,phone_acc,phone_gyro,2,0.55169181808,0.715018953538,0.561738223855,0.125079973306,3
B4,3,mixed.drop-phone_acc.gaussian-phone_state.sigma-1,phone_acc,phone_state,1,0.497066684495,0.662026529696,0.498887510915,0.138862597898,3
B4,3,mixed.drop-phone_acc.gaussian-phone_state.sigma-2,phone_acc,phone_state,2,0.470835542991,0.640879680234,0.472548206533,0.145645866808,3
B4,3,mixed.drop-phone_acc.gaussian-watch_acc.sigma-1,phone_acc,watch_acc,1,0.533150057974,0.69994728625,0.545153954899,0.133265491622,3
B4,3,mixed.drop-phone_acc.gaussian-watch_acc.sigma-2,phone_acc,watch_acc,2,0.514212276216,0.689190827645,0.520188501348,0.138538113832,3
B4,3,mixed.drop-phone_gyro.gaussian-audio.sigma-1,phone_gyro,audio,1,0.511198995746,0.676678448669,0.519338106284,0.141135766078,3
B4,3,mixed.drop-phone_gyro.gaussian-audio.sigma-2,phone_gyro,audio,2,0.497614890546,0.663807109076,0.503685015537,0.146705459227,3
B4,3,mixed.drop-phone_gyro.gaussian-location.sigma-1,phone_gyro,location,1,0.542280801273,0.70257387145,0.553705346387,0.132268646911,3
B4,3,mixed.drop-phone_gyro.gaussian-location.sigma-2,phone_gyro,location,2,0.529172470671,0.695862330511,0.538468800374,0.136791311892,3
B4,3,mixed.drop-phone_gyro.gaussian-phone_acc.sigma-1,phone_gyro,phone_acc,1,0.551912006982,0.710123151871,0.562303356359,0.127345138748,3
B4,3,mixed.drop-phone_gyro.gaussian-phone_acc.sigma-2,phone_gyro,phone_acc,2,0.545689951997,0.707058773598,0.555210784552,0.129089225426,3
B4,3,mixed.drop-phone_gyro.gaussian-phone_state.sigma-1,phone_gyro,phone_state,1,0.500219071354,0.660638470145,0.505975559626,0.140172181192,3
B4,3,mixed.drop-phone_gyro.gaussian-phone_state.sigma-2,phone_gyro,phone_state,2,0.478793767465,0.641902723496,0.480403874948,0.146490982651,3
B4,3,mixed.drop-phone_gyro.gaussian-watch_acc.sigma-1,phone_gyro,watch_acc,1,0.537360143066,0.698076841495,0.544733790103,0.133480563621,3
B4,3,mixed.drop-phone_gyro.gaussian-watch_acc.sigma-2,phone_gyro,watch_acc,2,0.52030487709,0.687929125575,0.521498376899,0.138455470973,3
B4,3,mixed.drop-phone_state.gaussian-audio.sigma-1,phone_state,audio,1,0.457666383153,0.608248806231,0.457209057295,0.161461391999,3
B4,3,mixed.drop-phone_state.gaussian-audio.sigma-2,phone_state,audio,2,0.437691273313,0.593576843201,0.435690302047,0.168803279918,3
B4,3,mixed.drop-phone_state.gaussian-location.sigma-1,phone_state,location,1,0.502246244109,0.644779118887,0.5068146565,0.146452103785,3
B4,3,mixed.drop-phone_state.gaussian-location.sigma-2,phone_state,location,2,0.4909602223,0.637936923638,0.490173203947,0.151409920647,3
B4,3,mixed.drop-phone_state.gaussian-phone_acc.sigma-1,phone_state,phone_acc,1,0.511487722369,0.654829061299,0.518500502525,0.138754609739,3
B4,3,mixed.drop-phone_state.gaussian-phone_acc.sigma-2,phone_state,phone_acc,2,0.505587460479,0.65259866213,0.509380601465,0.140240785754,3
B4,3,mixed.drop-phone_state.gaussian-phone_gyro.sigma-1,phone_state,phone_gyro,1,0.517203774491,0.659281846834,0.52382975892,0.136557397392,3
B4,3,mixed.drop-phone_state.gaussian-phone_gyro.sigma-2,phone_state,phone_gyro,2,0.515237052612,0.657977299293,0.519458610052,0.13755256834,3
B4,3,mixed.drop-phone_state.gaussian-watch_acc.sigma-1,phone_state,watch_acc,1,0.492387986754,0.633723369044,0.496268300274,0.148725972892,3
B4,3,mixed.drop-phone_state.gaussian-watch_acc.sigma-2,phone_state,watch_acc,2,0.47051360963,0.621245348773,0.466475086105,0.155821283452,3
B4,3,mixed.drop-watch_acc.gaussian-audio.sigma-1,watch_acc,audio,1,0.468896548007,0.654124894476,0.461989003584,0.155418452697,3
B4,3,mixed.drop-watch_acc.gaussian-audio.sigma-2,watch_acc,audio,2,0.453475867765,0.6399389524,0.441230737638,0.162283616229,3
B4,3,mixed.drop-watch_acc.gaussian-location.sigma-1,watch_acc,location,1,0.508144717166,0.687475573158,0.51430889967,0.143727811912,3
B4,3,mixed.drop-watch_acc.gaussian-location.sigma-2,watch_acc,location,2,0.492852302234,0.680211122897,0.498703856704,0.149034902341,3
B4,3,mixed.drop-watch_acc.gaussian-phone_acc.sigma-1,watch_acc,phone_acc,1,0.513427480504,0.692199238317,0.51948954341,0.139123185528,3
B4,3,mixed.drop-watch_acc.gaussian-phone_acc.sigma-2,watch_acc,phone_acc,2,0.504977947538,0.687662010528,0.511553567807,0.141426178488,3
B4,3,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-1,watch_acc,phone_gyro,1,0.517001817243,0.695567823265,0.520441768985,0.137296322319,3
B4,3,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-2,watch_acc,phone_gyro,2,0.51453762456,0.693108362818,0.514237664941,0.138105249909,3
B4,3,mixed.drop-watch_acc.gaussian-phone_state.sigma-1,watch_acc,phone_state,1,0.462784439924,0.636505490919,0.452417537336,0.155322153807,3
B4,3,mixed.drop-watch_acc.gaussian-phone_state.sigma-2,watch_acc,phone_state,2,0.434485239471,0.613196912235,0.420231061149,0.163242498898,3
B4,4,mixed.drop-audio.gaussian-location.sigma-1,audio,location,1,0.60803469948,0.630043659709,0.611364455206,0.146092599211,3
B4,4,mixed.drop-audio.gaussian-location.sigma-2,audio,location,2,0.597724140329,0.618676455722,0.604051366699,0.147987950986,3
B4,4,mixed.drop-audio.gaussian-phone_acc.sigma-1,audio,phone_acc,1,0.621705144144,0.655813776824,0.624378997387,0.139266390349,3
B4,4,mixed.drop-audio.gaussian-phone_acc.sigma-2,audio,phone_acc,2,0.618597612815,0.652302999481,0.622877584306,0.140272414852,3
B4,4,mixed.drop-audio.gaussian-phone_gyro.sigma-1,audio,phone_gyro,1,0.624125075729,0.659307901737,0.624910788936,0.137810243811,3
B4,4,mixed.drop-audio.gaussian-phone_gyro.sigma-2,audio,phone_gyro,2,0.6202619685,0.655881128631,0.622782613552,0.138840827503,3
B4,4,mixed.drop-audio.gaussian-phone_state.sigma-1,audio,phone_state,1,0.568155799597,0.593205127821,0.573703191879,0.155612840766,3
B4,4,mixed.drop-audio.gaussian-phone_state.sigma-2,audio,phone_state,2,0.54411591221,0.569175408781,0.551637553264,0.163627192419,3
B4,4,mixed.drop-audio.gaussian-watch_acc.sigma-1,audio,watch_acc,1,0.604497357308,0.638483638571,0.614142689977,0.144662037353,3
B4,4,mixed.drop-audio.gaussian-watch_acc.sigma-2,audio,watch_acc,2,0.5868293818,0.62481034651,0.595344810598,0.149496955069,3
B4,4,mixed.drop-location.gaussian-audio.sigma-1,location,audio,1,0.575969157776,0.618326565586,0.61452257027,0.139052875448,3
B4,4,mixed.drop-location.gaussian-audio.sigma-2,location,audio,2,0.561134224659,0.607907285469,0.599828430342,0.142836080552,3
B4,4,mixed.drop-location.gaussian-phone_acc.sigma-1,location,phone_acc,1,0.606882391532,0.639456732185,0.645429806452,0.133418196126,3
B4,4,mixed.drop-location.gaussian-phone_acc.sigma-2,location,phone_acc,2,0.601962364899,0.636564940283,0.641572193865,0.134306721882,3
B4,4,mixed.drop-location.gaussian-phone_gyro.sigma-1,location,phone_gyro,1,0.612075950734,0.644341132724,0.648691653866,0.131992327492,3
B4,4,mixed.drop-location.gaussian-phone_gyro.sigma-2,location,phone_gyro,2,0.607469492292,0.641213199008,0.647495346034,0.132916774222,3
B4,4,mixed.drop-location.gaussian-phone_state.sigma-1,location,phone_state,1,0.545313172636,0.589977701079,0.579917555551,0.144507069075,3
B4,4,mixed.drop-location.gaussian-phone_state.sigma-2,location,phone_state,2,0.516214079045,0.566301050538,0.552649110865,0.151604216831,3
B4,4,mixed.drop-location.gaussian-watch_acc.sigma-1,location,watch_acc,1,0.587748685628,0.624192148539,0.631199006375,0.138295415161,3
B4,4,mixed.drop-location.gaussian-watch_acc.sigma-2,location,watch_acc,2,0.559852826627,0.60817051951,0.60352415495,0.143792805641,3
B4,4,mixed.drop-phone_acc.gaussian-audio.sigma-1,phone_acc,audio,1,0.615863663655,0.634247739453,0.623328296447,0.144434538791,3
B4,4,mixed.drop-phone_acc.gaussian-audio.sigma-2,phone_acc,audio,2,0.606944845535,0.626386559413,0.615312020731,0.147224491649,3
B4,4,mixed.drop-phone_acc.gaussian-location.sigma-1,phone_acc,location,1,0.622015087764,0.629578901017,0.635140057511,0.144272547092,3
B4,4,mixed.drop-phone_acc.gaussian-location.sigma-2,phone_acc,location,2,0.61434322946,0.621986025133,0.628845236369,0.144795441906,3
B4,4,mixed.drop-phone_acc.gaussian-phone_gyro.sigma-1,phone_acc,phone_gyro,1,0.63893017261,0.65511077873,0.650471633632,0.137698601943,3
B4,4,mixed.drop-phone_acc.gaussian-phone_gyro.sigma-2,phone_acc,phone_gyro,2,0.636294945764,0.651859380119,0.647544921504,0.138866863574,3
B4,4,mixed.drop-phone_acc.gaussian-phone_state.sigma-1,phone_acc,phone_state,1,0.592087263537,0.609685621252,0.599378486725,0.148442179449,3
B4,4,mixed.drop-phone_acc.gaussian-phone_state.sigma-2,phone_acc,phone_state,2,0.568866399284,0.588687304318,0.578764066132,0.154490542507,3
B4,4,mixed.drop-phone_acc.gaussian-watch_acc.sigma-1,phone_acc,watch_acc,1,0.620747447301,0.638737166189,0.635184152892,0.143644126457,3
B4,4,mixed.drop-phone_acc.gaussian-watch_acc.sigma-2,phone_acc,watch_acc,2,0.603667074911,0.625845482489,0.615005546118,0.148237427166,3
B4,4,mixed.drop-phone_gyro.gaussian-audio.sigma-1,phone_gyro,audio,1,0.608751704714,0.635136640795,0.618443879548,0.144190508145,3
B4,4,mixed.drop-phone_gyro.gaussian-audio.sigma-2,phone_gyro,audio,2,0.600724855263,0.627635599363,0.610725014746,0.146750741588,3
B4,4,mixed.drop-phone_gyro.gaussian-location.sigma-1,phone_gyro,location,1,0.614612475072,0.629819925109,0.631006768783,0.143749066251,3
B4,4,mixed.drop-phone_gyro.gaussian-location.sigma-2,phone_gyro,location,2,0.607688279567,0.623221899995,0.626488612671,0.143607916476,3
B4,4,mixed.drop-phone_gyro.gaussian-phone_acc.sigma-1,phone_gyro,phone_acc,1,0.62577471228,0.650972897815,0.641521265784,0.13963986564,3
B4,4,mixed.drop-phone_gyro.gaussian-phone_acc.sigma-2,phone_gyro,phone_acc,2,0.623932288041,0.64805274111,0.63929556912,0.140884878745,3
B4,4,mixed.drop-phone_gyro.gaussian-phone_state.sigma-1,phone_gyro,phone_state,1,0.585191219895,0.608681998355,0.597247005408,0.149236402777,3
B4,4,mixed.drop-phone_gyro.gaussian-phone_state.sigma-2,phone_gyro,phone_state,2,0.56777630954,0.591051157524,0.582718556444,0.154121414872,3
B4,4,mixed.drop-phone_gyro.gaussian-watch_acc.sigma-1,phone_gyro,watch_acc,1,0.614227473069,0.639833169456,0.629190052859,0.143419824334,3
B4,4,mixed.drop-phone_gyro.gaussian-watch_acc.sigma-2,phone_gyro,watch_acc,2,0.593782908226,0.627651618636,0.606271599159,0.147730212577,3
B4,4,mixed.drop-phone_state.gaussian-audio.sigma-1,phone_state,audio,1,0.55732902454,0.574067654525,0.577148921777,0.162125108755,3
B4,4,mixed.drop-phone_state.gaussian-audio.sigma-2,phone_state,audio,2,0.537832685425,0.557332827029,0.559390360781,0.168302837949,3
B4,4,mixed.drop-phone_state.gaussian-location.sigma-1,phone_state,location,1,0.577403215618,0.587174023299,0.593389330939,0.156924298792,3
B4,4,mixed.drop-phone_state.gaussian-location.sigma-2,phone_state,location,2,0.565653538818,0.575172840471,0.581956994369,0.159076695148,3
B4,4,mixed.drop-phone_state.gaussian-phone_acc.sigma-1,phone_state,phone_acc,1,0.600163560604,0.618320317921,0.616765640647,0.146479514428,3
B4,4,mixed.drop-phone_state.gaussian-phone_acc.sigma-2,phone_state,phone_acc,2,0.597057457197,0.615187814254,0.612479011182,0.147626507313,3
B4,4,mixed.drop-phone_state.gaussian-phone_gyro.sigma-1,phone_state,phone_gyro,1,0.603536268937,0.622808856573,0.620097615491,0.144900210305,3
B4,4,mixed.drop-phone_state.gaussian-phone_gyro.sigma-2,phone_state,phone_gyro,2,0.600746757377,0.619808416514,0.617444903108,0.145993005285,3
B4,4,mixed.drop-phone_state.gaussian-watch_acc.sigma-1,phone_state,watch_acc,1,0.579778646779,0.598623341035,0.594107269105,0.155474963002,3
B4,4,mixed.drop-phone_state.gaussian-watch_acc.sigma-2,phone_state,watch_acc,2,0.553784126989,0.581018961927,0.56882222313,0.161808218544,3
B4,4,mixed.drop-watch_acc.gaussian-audio.sigma-1,watch_acc,audio,1,0.563443257945,0.600720099617,0.572720247269,0.157903163455,3
B4,4,mixed.drop-watch_acc.gaussian-audio.sigma-2,watch_acc,audio,2,0.549569855683,0.589589348986,0.558393778505,0.161441571663,3
B4,4,mixed.drop-watch_acc.gaussian-location.sigma-1,watch_acc,location,1,0.57945113642,0.597732265949,0.595029196991,0.157544765309,3
B4,4,mixed.drop-watch_acc.gaussian-location.sigma-2,watch_acc,location,2,0.56570699114,0.58873204959,0.58526628164,0.158251600394,3
B4,4,mixed.drop-watch_acc.gaussian-phone_acc.sigma-1,watch_acc,phone_acc,1,0.593567532373,0.619058740298,0.605700053223,0.153169008436,3
B4,4,mixed.drop-watch_acc.gaussian-phone_acc.sigma-2,watch_acc,phone_acc,2,0.58932613876,0.613940546427,0.6031406641,0.154919105932,3
B4,4,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-1,watch_acc,phone_gyro,1,0.599052943778,0.625834272065,0.609562198161,0.150560072266,3
B4,4,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-2,watch_acc,phone_gyro,2,0.592319087603,0.622331249061,0.605044326653,0.151732204627,3
B4,4,mixed.drop-watch_acc.gaussian-phone_state.sigma-1,watch_acc,phone_state,1,0.524179520233,0.569063696395,0.543577814375,0.164412107326,3
B4,4,mixed.drop-watch_acc.gaussian-phone_state.sigma-2,watch_acc,phone_state,2,0.501378354992,0.547130444939,0.522988591198,0.171248227759,3
B5,0,mixed.drop-audio.gaussian-location.sigma-1,audio,location,1,0.561193659742,0.695752896357,0.563373495636,0.132799269169,3
B5,0,mixed.drop-audio.gaussian-location.sigma-2,audio,location,2,0.547762133755,0.688335974238,0.545499374544,0.137687444854,3
B5,0,mixed.drop-audio.gaussian-phone_acc.sigma-1,audio,phone_acc,1,0.574250211249,0.707149557115,0.578062523627,0.126416687614,3
B5,0,mixed.drop-audio.gaussian-phone_acc.sigma-2,audio,phone_acc,2,0.570844437542,0.704229661973,0.573305436243,0.127892319596,3
B5,0,mixed.drop-audio.gaussian-phone_gyro.sigma-1,audio,phone_gyro,1,0.577709872673,0.710611347043,0.581233348524,0.124976776636,3
B5,0,mixed.drop-audio.gaussian-phone_gyro.sigma-2,audio,phone_gyro,2,0.574605651685,0.709934340413,0.578119271817,0.125099950082,3
B5,0,mixed.drop-audio.gaussian-phone_state.sigma-1,audio,phone_state,1,0.540472880165,0.670489231757,0.548211938445,0.141625455764,3
B5,0,mixed.drop-audio.gaussian-phone_state.sigma-2,audio,phone_state,2,0.522681102432,0.651893577726,0.526765986087,0.149710902038,3
B5,0,mixed.drop-audio.gaussian-watch_acc.sigma-1,audio,watch_acc,1,0.559490831004,0.694253984677,0.562066585589,0.131363095245,3
B5,0,mixed.drop-audio.gaussian-watch_acc.sigma-2,audio,watch_acc,2,0.537247821555,0.681596427181,0.534146306868,0.136483984084,3
B5,0,mixed.drop-location.gaussian-audio.sigma-1,location,audio,1,0.531656016304,0.680059621684,0.529160540957,0.137887823093,3
B5,0,mixed.drop-location.gaussian-audio.sigma-2,location,audio,2,0.521408062178,0.672425054929,0.516278238096,0.141621645362,3
B5,0,mixed.drop-location.gaussian-phone_acc.sigma-1,location,phone_acc,1,0.566796655182,0.703758532775,0.561191826085,0.12763442081,3
B5,0,mixed.drop-location.gaussian-phone_acc.sigma-2,location,phone_acc,2,0.560227881374,0.701485904612,0.555619156044,0.128720913159,3
B5,0,mixed.drop-location.gaussian-phone_gyro.sigma-1,location,phone_gyro,1,0.566224098336,0.705408588831,0.563481185415,0.126855990207,3
B5,0,mixed.drop-location.gaussian-phone_gyro.sigma-2,location,phone_gyro,2,0.56425588121,0.704232860981,0.559491683169,0.127222436537,3
B5,0,mixed.drop-location.gaussian-phone_state.sigma-1,location,phone_state,1,0.52327832293,0.670878363917,0.524731638666,0.141724586666,3
B5,0,mixed.drop-location.gaussian-phone_state.sigma-2,location,phone_state,2,0.503975533324,0.655422777852,0.506933489441,0.148402214252,3
B5,0,mixed.drop-location.gaussian-watch_acc.sigma-1,location,watch_acc,1,0.550209803205,0.69235988368,0.542440303566,0.132177798058,3
B5,0,mixed.drop-location.gaussian-watch_acc.sigma-2,location,watch_acc,2,0.528988449576,0.682228460895,0.520904713388,0.136098319086,3
B5,0,mixed.drop-phone_acc.gaussian-audio.sigma-1,phone_acc,audio,1,0.547168149793,0.694352137985,0.544942107214,0.127488141137,3
B5,0,mixed.drop-phone_acc.gaussian-audio.sigma-2,phone_acc,audio,2,0.540573393164,0.685861550566,0.537462958999,0.131190252683,3
B5,0,mixed.drop-phone_acc.gaussian-location.sigma-1,phone_acc,location,1,0.563774002465,0.708041939755,0.560121300552,0.122755591736,3
B5,0,mixed.drop-phone_acc.gaussian-location.sigma-2,phone_acc,location,2,0.550466649046,0.699920734061,0.546023016572,0.12722588984,3
B5,0,mixed.drop-phone_acc.gaussian-phone_gyro.sigma-1,phone_acc,phone_gyro,1,0.58104057202,0.72152491724,0.574249241465,0.116455968509,3
B5,0,mixed.drop-phone_acc.gaussian-phone_gyro.sigma-2,phone_acc,phone_gyro,2,0.577122281799,0.719811356385,0.56875759106,0.116928016099,3
B5,0,mixed.drop-phone_acc.gaussian-phone_state.sigma-1,phone_acc,phone_state,1,0.54411104398,0.684450988821,0.543625976152,0.130755511751,3
B5,0,mixed.drop-phone_acc.gaussian-phone_state.sigma-2,phone_acc,phone_state,2,0.523560848571,0.668330345359,0.525367119975,0.137577247149,3
B5,0,mixed.drop-phone_acc.gaussian-watch_acc.sigma-1,phone_acc,watch_acc,1,0.563143997562,0.708881508769,0.556623738953,0.121180118943,3
B5,0,mixed.drop-phone_acc.gaussian-watch_acc.sigma-2,phone_acc,watch_acc,2,0.539944326018,0.696130559974,0.534150018974,0.125655060732,3
B5,0,mixed.drop-phone_gyro.gaussian-audio.sigma-1,phone_gyro,audio,1,0.556338056579,0.704541181774,0.556723424108,0.123373545904,3
B5,0,mixed.drop-phone_gyro.gaussian-audio.sigma-2,phone_gyro,audio,2,0.549050002954,0.698269782418,0.548504469945,0.126426988263,3
B5,0,mixed.drop-phone_gyro.gaussian-location.sigma-1,phone_gyro,location,1,0.572871257715,0.714681382535,0.570662866584,0.120772019497,3
B5,0,mixed.drop-phone_gyro.gaussian-location.sigma-2,phone_gyro,location,2,0.558331552997,0.707336652281,0.556081030645,0.124880508298,3
B5,0,mixed.drop-phone_gyro.gaussian-phone_acc.sigma-1,phone_gyro,phone_acc,1,0.583902467424,0.725822825267,0.583385690711,0.114854375366,3
B5,0,mixed.drop-phone_gyro.gaussian-phone_acc.sigma-2,phone_gyro,phone_acc,2,0.580491391265,0.722540513333,0.576832509058,0.115864695282,3
B5,0,mixed.drop-phone_gyro.gaussian-phone_state.sigma-1,phone_gyro,phone_state,1,0.558456097291,0.695233645652,0.562269879601,0.126200744491,3
B5,0,mixed.drop-phone_gyro.gaussian-phone_state.sigma-2,phone_gyro,phone_state,2,0.545070448641,0.680919486104,0.548219225364,0.131636857962,3
B5,0,mixed.drop-phone_gyro.gaussian-watch_acc.sigma-1,phone_gyro,watch_acc,1,0.567829913655,0.714647618374,0.561987604003,0.119430317678,3
B5,0,mixed.drop-phone_gyro.gaussian-watch_acc.sigma-2,phone_gyro,watch_acc,2,0.550672265953,0.703966527568,0.541048541783,0.123164534707,3
B5,0,mixed.drop-phone_state.gaussian-audio.sigma-1,phone_state,audio,1,0.525336502688,0.662504847867,0.525634365366,0.145776126936,3
B5,0,mixed.drop-phone_state.gaussian-audio.sigma-2,phone_state,audio,2,0.513110751664,0.650653399054,0.512964983459,0.151700147993,3
B5,0,mixed.drop-phone_state.gaussian-location.sigma-1,phone_state,location,1,0.553184887112,0.684985199176,0.550378407578,0.136950846228,3
B5,0,mixed.drop-phone_state.gaussian-location.sigma-2,phone_state,location,2,0.540637322006,0.676668150038,0.533806710082,0.142389412786,3
B5,0,mixed.drop-phone_state.gaussian-phone_acc.sigma-1,phone_state,phone_acc,1,0.560877432868,0.689768800071,0.561362480911,0.132997591741,3
B5,0,mixed.drop-phone_state.gaussian-phone_acc.sigma-2,phone_state,phone_acc,2,0.554394751897,0.684873201122,0.554872587357,0.135266879614,3
B5,0,mixed.drop-phone_state.gaussian-phone_gyro.sigma-1,phone_state,phone_gyro,1,0.567655570467,0.696360502683,0.567942822999,0.13004550409,3
B5,0,mixed.drop-phone_state.gaussian-phone_gyro.sigma-2,phone_state,phone_gyro,2,0.56496665698,0.694352231916,0.564891043258,0.130382030928,3
B5,0,mixed.drop-phone_state.gaussian-watch_acc.sigma-1,phone_state,watch_acc,1,0.540555831963,0.674530508699,0.542368440358,0.139156911133,3
B5,0,mixed.drop-phone_state.gaussian-watch_acc.sigma-2,phone_state,watch_acc,2,0.518453837141,0.659228052588,0.517873920738,0.145277720562,3
B5,0,mixed.drop-watch_acc.gaussian-audio.sigma-1,watch_acc,audio,1,0.516668189711,0.681646623242,0.518715051818,0.135325624136,3
B5,0,mixed.drop-watch_acc.gaussian-audio.sigma-2,watch_acc,audio,2,0.508817174785,0.672109744946,0.5093106196,0.139036814005,3
B5,0,mixed.drop-watch_acc.gaussian-location.sigma-1,watch_acc,location,1,0.534000919575,0.695913111927,0.53432563788,0.130935763558,3
B5,0,mixed.drop-watch_acc.gaussian-location.sigma-2,watch_acc,location,2,0.521784419938,0.687810323899,0.521895652748,0.135268533579,3
B5,0,mixed.drop-watch_acc.gaussian-phone_acc.sigma-1,watch_acc,phone_acc,1,0.546590868189,0.706632649622,0.546215228549,0.124987893234,3
B5,0,mixed.drop-watch_acc.gaussian-phone_acc.sigma-2,watch_acc,phone_acc,2,0.542658510003,0.703313715982,0.540215193193,0.126262312285,3
B5,0,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-1,watch_acc,phone_gyro,1,0.548745711371,0.709172222491,0.549199908839,0.124154829222,3
B5,0,mixed.drop-watch_acc.gaussian-phone_gyro.sigma-2,watch_acc,phone_gyro,2,0.546387467263,0.707204116948,0.545086038068,0.124514346716,3
B5,0,mixed.drop-watch_acc.gaussian-phone_state.sigma-1,watch_acc,phone_state,1,0.506302667258,0.667065809706,0.513926422545,0.140580291232,3
B5,0,mixed.drop-watch_acc.gaussian-phone_state.sigma-2,watch_acc,phone_state,2,0.488598196448,0.648332151619,0.496274348984,0.148136654142,3
B5,1,mixed.drop-audio.gaussian-location.sigma-1,audio,location,1,0.575003355416,0.634545840843,0.569437043555,0.144865489661,3
B5,1,mixed.drop-audio.gaussian-location.sigma-2,audio,location,2,0.567505138181,0.631564950766,0.559956167034,0.146760925199,3
