repeat,p2_macro_f1_seed_then_fold_mean,p_macro_f1_seed_then_fold_mean,delta_p2_minus_p
424,0.575421277515,0.576140732142,-0.000719454627445
425,0.57795119016,0.576470862237,0.00148032792232
426,0.572284083314,0.571823861695,0.000460221619281
427,0.554666105914,0.551468029491,0.00319807642277
428,0.562886041007,0.560548248768,0.00233779223889
429,0.577042561256,0.575128590234,0.0019139710216
430,0.546499298018,0.543010200419,0.0034890975992
431,0.562408225725,0.56237622129,3.20044347152e-05
432,0.569619128694,0.568899801497,0.000719327196838
433,0.581142273678,0.580964819827,0.000177453851538
434,0.540178442213,0.538903595597,0.0012748466167
435,0.572555889642,0.569309718861,0.00324617078092
436,0.578287298216,0.576877636273,0.00140966194239
437,0.559512174699,0.55382671195,0.00568546274933
438,0.549381611423,0.546354650001,0.00302696142226
439,0.573671060117,0.573358104135,0.000312955982044
440,0.577145629196,0.573506524067,0.00363910512888
441,0.576940695163,0.576937605475,3.08968874259e-06
442,0.568363100925,0.567184162574,0.00117893835097
443,0.565803785975,0.566749155403,-0.00094536942881
444,0.558904639846,0.556443726672,0.00246091317367
445,0.556277616306,0.553888554738,0.00238906156789
446,0.574343166105,0.571926998168,0.00241616793668
447,0.570572400009,0.570316638738,0.000255761270292
448,0.583070041184,0.584051636946,-0.000981595761685
449,0.568321504452,0.571093902751,-0.00277239829971
450,0.580864708077,0.578661373106,0.00220333497053
451,0.56396462933,0.56289129393,0.00107333539936
452,0.578394423403,0.575327804778,0.00306661862493
453,0.555734028533,0.554828800931,0.000905227602377
454,0.563690835523,0.560188663366,0.00350217215759
455,0.564014139537,0.563710459964,0.000303679573306
456,0.564493697234,0.564655602131,-0.000161904896643
457,0.579883217838,0.579967924748,-8.47069098238e-05
458,0.567540105284,0.567285393318,0.000254711966204
459,0.553505243912,0.551858492771,0.00164675114086
460,0.589074173555,0.588490598651,0.000583574903954
461,0.569727422981,0.568505949148,0.0012214738331
462,0.544641747892,0.539719178801,0.00492256909032
463,0.581225828757,0.577363061746,0.00386276701149
464,0.545075098591,0.543086312212,0.00198878637931
465,0.555777488355,0.55506990717,0.000707581184235
466,0.583529292651,0.579580130781,0.00394916186995
467,0.566088942686,0.563747241267,0.00234170141976
468,0.570464573007,0.568670182981,0.00179439002664
469,0.568272132793,0.566876527361,0.00139560543272
470,0.595044735383,0.593896271828,0.00114846355483
471,0.578849246889,0.578839714672,9.53221667952e-06
472,0.566121856665,0.565482647651,0.000639209014282
473,0.563770766276,0.562865402786,0.000905363489956
474,0.58458725785,0.584468998326,0.000118259524045
475,0.594752063486,0.596675094613,-0.00192303112737
476,0.579769769892,0.578676619374,0.00109315051807
477,0.574563166021,0.573057900343,0.00150526567813
