phase,model_id,fold,seed,scenario,protocol_sha256,source_prediction_sha256,run_id,requested_coverage,coverage,accepted_count,risk_masked_bce,macro_f1,micro_f1,known_target_count,score_method,confidence_cutoff
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.05,0.05000576465532602,4771,0.42622784389339785,0.5212012389420441,0.9393311097088254,55493,mean_binary_certainty,0.9833618874427237
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.1,0.10000104811915018,9541,0.3661080355636282,0.5573754561749321,0.9371500059573454,112072,mean_binary_certainty,0.960502884987615
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.15,0.1500068127744762,14312,0.3452959813954745,0.5755980770519864,0.9332861690838344,168053,mean_binary_certainty,0.9336092437377985
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.2,0.20000209623830037,19082,0.33738946326084296,0.5323130671974965,0.9273092400617193,222821,mean_binary_certainty,0.8970420291859327
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.25,0.25000786089362637,23853,0.3560183049523898,0.5705564298557398,0.9146916080095137,273759,mean_binary_certainty,0.8375227890154868
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.3,0.30000314435745057,28623,0.37348293979450814,0.6311078526793745,0.8940165640639532,322887,mean_binary_certainty,0.7730472021166739
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.35,0.3500089090127766,33394,0.3911751700959876,0.6640285470417076,0.8705604097030826,370835,mean_binary_certainty,0.721614835331639
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.4,0.40000419247660074,38164,0.41231933444596114,0.6624012831915883,0.8466551834466315,417387,mean_binary_certainty,0.6865636046153657
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.45,0.45000995713192676,42935,0.42848242420125526,0.6540187656608177,0.8246727457584038,464523,mean_binary_certainty,0.657867534641666
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.5,0.5000052405957509,47705,0.44363889411292134,0.6450820964412947,0.8049531784588257,511257,mean_binary_certainty,0.6326601158536069
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.55,0.5500005240595751,52475,0.45455818414848187,0.6364560316191379,0.7875724661824481,558719,mean_binary_certainty,0.6084497462779825
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.6,0.6000062887149011,57246,0.46232334981552126,0.6278550981532782,0.7719803286553917,606649,mean_binary_certainty,0.5836306396278366
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.65,0.6500015721787252,62016,0.46862692049380394,0.6188937756113102,0.7581262032085562,654344,mean_binary_certainty,0.5579870946459013
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.7,0.7000073368340513,66787,0.47465111207533617,0.6115601631901415,0.7460690883474886,701713,mean_binary_certainty,0.5317518307361548
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.75,0.7500026202978755,71557,0.4806440344023772,0.6032222415914251,0.7350330941543599,749478,mean_binary_certainty,0.504756910405584
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.8,0.8000083849532015,76328,0.4858486724188028,0.5951650860467816,0.7249229879509081,796927,mean_binary_certainty,0.4749826347483773
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.85,0.8500036684170257,81098,0.49017347976460485,0.588625261796989,0.716328238055816,843951,mean_binary_certainty,0.4396838378145388
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.9,0.9000094330723517,85869,0.49430735421194677,0.5820746998653615,0.7081836658509271,891062,mean_binary_certainty,0.3952177365360776
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.95,0.9500047165361758,90639,0.4983023891316338,0.5751289222774856,0.7004766601242728,939078,mean_binary_certainty,0.3316528161372625
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,1.0,1.0,95409,0.5038005531596704,0.5669339374493674,0.692657504775682,986204,mean_binary_certainty,0.05228175979409733
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.05,0.05000576465532602,4771,0.43490921451294445,0.41498013399210965,0.9388131658829831,55414,mean_normalized_threshold_margin,0.9958897409081121
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.1,0.10000104811915018,9541,0.36231279629735225,0.5556528826180719,0.9383261872616946,112293,mean_normalized_threshold_margin,0.9880720054882365
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.15,0.1500068127744762,14312,0.3432840836419234,0.5721217257651289,0.9355697818156237,168186,mean_normalized_threshold_margin,0.973229656596853
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.2,0.20000209623830037,19082,0.333813838964074,0.5383296935529024,0.9302598013148058,222655,mean_normalized_threshold_margin,0.950647331953233
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.25,0.25000786089362637,23853,0.35482777486988737,0.5899140182222385,0.9152905335211375,274452,mean_normalized_threshold_margin,0.9193863967377864
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.3,0.30000314435745057,28623,0.37963957076603017,0.6456690622619968,0.8925338313334831,323953,mean_normalized_threshold_margin,0.8778997394249842
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.35,0.3500089090127766,33394,0.3948048758040693,0.6705598845669996,0.8700459672435105,371968,mean_normalized_threshold_margin,0.8449556885063868
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.4,0.40000419247660074,38164,0.40883214460562534,0.6735725475650661,0.848380746349378,418481,mean_normalized_threshold_margin,0.8196263270183671
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.45,0.45000995713192676,42935,0.42150104114624126,0.6676440063217193,0.8282640020047614,464935,mean_normalized_threshold_margin,0.7976882237767778
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.5,0.5000052405957509,47705,0.43090176786181145,0.6597689150956096,0.8103055696329025,511868,mean_normalized_threshold_margin,0.7773947785659111
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.55,0.5500005240595751,52475,0.4394573135135575,0.6526718813658631,0.7945884370887808,559137,mean_normalized_threshold_margin,0.7569699397933525
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.6,0.6000062887149011,57246,0.44805960172697207,0.6435967735571507,0.7797440043522282,606320,mean_normalized_threshold_margin,0.7371489311118867
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.65,0.6500015721787252,62016,0.45585438365107117,0.6353972500156865,0.7665095398428732,653623,mean_normalized_threshold_margin,0.7163184276345783
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.7,0.7000073368340513,66787,0.4633509497215483,0.6257374970820284,0.7538423303815516,701429,mean_normalized_threshold_margin,0.6949594845522746
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.75,0.7500026202978755,71557,0.47093817464202203,0.6155012078310779,0.742236176966182,749292,mean_normalized_threshold_margin,0.6722631059849632
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.8,0.8000083849532015,76328,0.4784446511478379,0.6057498808901908,0.731293911681371,796973,mean_normalized_threshold_margin,0.6472187213635006
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.85,0.8500036684170257,81098,0.48546266191812837,0.5961651051426033,0.7211673187251948,844498,mean_normalized_threshold_margin,0.6192305992531387
V3-1,B4,2,47,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,a2c66700689a601ff637c15adddb46f43961ef4da8cbd936330274b15d8fa011,extrasensory-gated-fold2-seed47-full,0.9,0.9000094330723517,85869,0.4922242537571171,0.5872294635814372,0.711521229808048,892143,mean_normalized_threshold_margin,0.5828393936972496
