fold_count,candidate_macro_f1,candidate_macro_f1_fold_std,baseline_macro_f1,baseline_macro_f1_fold_std,delta_macro_f1,delta_macro_f1_fold_std,candidate_micro_f1,candidate_micro_f1_fold_std,baseline_micro_f1,baseline_micro_f1_fold_std,delta_micro_f1,delta_micro_f1_fold_std,candidate_mean_average_precision,candidate_mean_average_precision_fold_std,baseline_mean_average_precision,baseline_mean_average_precision_fold_std,delta_mean_average_precision,delta_mean_average_precision_fold_std,candidate_brier_score,candidate_brier_score_fold_std,baseline_brier_score,baseline_brier_score_fold_std,delta_brier_score,delta_brier_score_fold_std,candidate_masked_bce,candidate_masked_bce_fold_std,baseline_masked_bce,baseline_masked_bce_fold_std,delta_masked_bce,delta_masked_bce_fold_std,candidate_parameter_count,candidate_parameter_count_fold_std,baseline_parameter_count,baseline_parameter_count_fold_std,delta_parameter_count,delta_parameter_count_fold_std,relative_delta_parameter_count,relative_delta_parameter_count_fold_std,candidate_latency_ms_per_sample,candidate_latency_ms_per_sample_fold_std,baseline_latency_ms_per_sample,baseline_latency_ms_per_sample_fold_std,delta_latency_ms_per_sample,delta_latency_ms_per_sample_fold_std,relative_delta_latency_ms_per_sample,relative_delta_latency_ms_per_sample_fold_std
5,0.578088194635998,0.0239954325543845,0.5776840964443883,0.024516425133215725,0.00040409819160978666,0.0007854532636675989,0.7002795245605282,0.013286066029880104,0.6993917630021248,0.012437651393560768,0.00088776155840348,0.0024612569211745657,0.577848465182268,0.026680589419819465,0.579340139860383,0.026918966951656475,-0.0014916746781150584,0.0027137317214039826,0.13184363745505737,0.006709586957595652,0.13192987039891346,0.0062126745658106315,-8.623294385611704e-05,0.0005471511790757019,0.44065998742719437,0.013562523286323293,0.4396895228584614,0.012565086709131784,0.0009704645687329784,0.0025246264770592912,136496.0,0.0,133724.0,0.0,2772.0,0.0,0.02072926325865221,0.0,0.043452801760173264,0.004020916722804742,0.033408558773905216,0.0012126838549757928,0.01004424298626802,0.005153183453319325,0.32874876864272495,0.15807895210247927
