phase,model_id,fold,seed,scenario,protocol_sha256,source_prediction_sha256,run_id,score_method,valid_count,error_count,error_prevalence,error_detection_auroc,error_detection_auprc,normalized_aurc,confidence_mean,confidence_std,confidence_min,confidence_max,actual_coverage_0_80,risk_masked_bce_0_80,macro_f1_0_80,micro_f1_0_80,actual_coverage_0_90,risk_masked_bce_0_90,macro_f1_0_90,micro_f1_0_90,actual_coverage_0_95,risk_masked_bce_0_95,macro_f1_0_95,micro_f1_0_95,actual_coverage_1_00,risk_masked_bce_1_00,macro_f1_1_00,micro_f1_1_00
V3-2,P2,2,29,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,1ed60f7f4fc293cbc82fec8318ae629b0e76ef865078cee76c827c563851dafe,extrasensory-p2-fold2-seed29-v2_multiseed,mean_binary_certainty,95409,66739,0.6995042396419625,0.7567054587070552,0.855676008272152,0.34415317270720797,0.554054467315405,0.23477192612327838,0.0315888845492881,0.9966812787254684,0.8000083849532015,0.40924753690684346,0.6087845306546135,0.7378183463887907,0.9000094330723517,0.4256557319921704,0.5964822939540665,0.720634267462231,0.9500047165361758,0.4335695562577993,0.5900215749294636,0.7128933749561187,1.0,0.44230860464413185,0.5825977193345135,0.704627681801785
V3-2,P2,2,29,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,1ed60f7f4fc293cbc82fec8318ae629b0e76ef865078cee76c827c563851dafe,extrasensory-p2-fold2-seed29-v2_multiseed,p2_system_reliability,95409,66739,0.6995042396419625,0.5828949119155837,0.7494320530554879,0.41178767588592663,0.9785627849066361,0.016099033856655832,0.8140796422958374,0.9986013174057007,0.8000083849532015,0.440250973010806,0.5844821426272301,0.7099324855881843,0.9000094330723517,0.44217621472550306,0.5851000571500963,0.707670833719415,0.9500047165361758,0.44236530069326013,0.5842471218404184,0.7062378459237098,1.0,0.44230860464413174,0.5825977193345135,0.704627681801785
V3-2,P2,2,29,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,1ed60f7f4fc293cbc82fec8318ae629b0e76ef865078cee76c827c563851dafe,extrasensory-p2-fold2-seed29-v2_multiseed,task_confidence_output_only,95409,66739,0.6995042396419625,0.7577724344530901,0.8624481707274708,0.355626273036624,0.3437246823836989,0.24952377836948134,0.013728289250601877,0.8835470345880821,0.8000083849532015,0.4150496825738729,0.6009583676385559,0.7322421099523685,0.9000094330723517,0.42884345325067996,0.5912804321413059,0.7174052458143596,0.9500047165361758,0.4355267500528733,0.5872645911620757,0.7110547991003586,1.0,0.44230860464413174,0.5825977193345135,0.704627681801785
V3-2,P2,2,29,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,1ed60f7f4fc293cbc82fec8318ae629b0e76ef865078cee76c827c563851dafe,extrasensory-p2-fold2-seed29-v2_multiseed,task_confidence_full,95409,66739,0.6995042396419625,0.7371173415665071,0.8536002717854589,0.3692433534415478,0.36199711016688835,0.25918446374216453,0.011996053892544323,0.9910052022312548,0.8000083849532015,0.4161716397412341,0.5995192118524126,0.7313944341203699,0.9000094330723517,0.4276445262537228,0.5916735331279322,0.7177495073722895,0.9500047165361758,0.4343453950213858,0.5874441318738003,0.7112942740480486,1.0,0.44230860464413185,0.5825977193345135,0.704627681801785
