phase,model_id,fold,seed,scenario,protocol_sha256,source_prediction_sha256,run_id,requested_coverage,coverage,accepted_count,risk_masked_bce,macro_f1,micro_f1,known_target_count,score_method,confidence_cutoff
V3-1,B4,2,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,f4f9d64c7958b142eb8fcb202c95b37e2fed0ceb86a51b55439573f0d52ea19b,extrasensory-gated-fold2-seed13-credible,0.05,0.05000576465532602,4771,0.3291133081025902,0.5152625701395026,0.9165633766064323,54602,mean_binary_certainty,0.9579159942194789
V3-1,B4,2,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,f4f9d64c7958b142eb8fcb202c95b37e2fed0ceb86a51b55439573f0d52ea19b,extrasensory-gated-fold2-seed13-credible,0.1,0.10000104811915018,9541,0.29312539654994313,0.4682301226417418,0.9137244236829897,109738,mean_binary_certainty,0.9360747693805529
V3-1,B4,2,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,f4f9d64c7958b142eb8fcb202c95b37e2fed0ceb86a51b55439573f0d52ea19b,extrasensory-gated-fold2-seed13-credible,0.15,0.1500068127744762,14312,0.2625593051605281,0.5500303305358133,0.9205462118416197,165588,mean_binary_certainty,0.9162696216268528
V3-1,B4,2,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,f4f9d64c7958b142eb8fcb202c95b37e2fed0ceb86a51b55439573f0d52ea19b,extrasensory-gated-fold2-seed13-credible,0.2,0.20000209623830037,19082,0.25583091649464845,0.5557827559689703,0.9221104340843607,220729,mean_binary_certainty,0.8784799139263915
V3-1,B4,2,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,f4f9d64c7958b142eb8fcb202c95b37e2fed0ceb86a51b55439573f0d52ea19b,extrasensory-gated-fold2-seed13-credible,0.25,0.25000786089362637,23853,0.2645105768267266,0.564069453851248,0.9155666570595958,273482,mean_binary_certainty,0.8215952103943032
V3-1,B4,2,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,f4f9d64c7958b142eb8fcb202c95b37e2fed0ceb86a51b55439573f0d52ea19b,extrasensory-gated-fold2-seed13-credible,0.3,0.30000314435745057,28623,0.2826049526232121,0.6290057550372908,0.901503253309401,323538,mean_binary_certainty,0.7391892587930726
V3-1,B4,2,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,f4f9d64c7958b142eb8fcb202c95b37e2fed0ceb86a51b55439573f0d52ea19b,extrasensory-gated-fold2-seed13-credible,0.35,0.3500089090127766,33394,0.30282939388185526,0.6771221955117863,0.8815380998306248,372335,mean_binary_certainty,0.6683836927980602
V3-1,B4,2,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,f4f9d64c7958b142eb8fcb202c95b37e2fed0ceb86a51b55439573f0d52ea19b,extrasensory-gated-fold2-seed13-credible,0.4,0.40000419247660074,38164,0.321503720576536,0.6890031989486106,0.8599876023341813,420801,mean_binary_certainty,0.6252832217000681
V3-1,B4,2,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,f4f9d64c7958b142eb8fcb202c95b37e2fed0ceb86a51b55439573f0d52ea19b,extrasensory-gated-fold2-seed13-credible,0.45,0.45000995713192676,42935,0.3371916670836856,0.6802660155571356,0.8394628091216151,468671,mean_binary_certainty,0.5948741709904772
V3-1,B4,2,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,f4f9d64c7958b142eb8fcb202c95b37e2fed0ceb86a51b55439573f0d52ea19b,extrasensory-gated-fold2-seed13-credible,0.5,0.5000052405957509,47705,0.35334425379044593,0.6659482668643286,0.819995871224182,515863,mean_binary_certainty,0.5698716439540381
