phase,model_id,fold,seed,run_id,scenario,policy_mode,confidence_source,selected_risk_family,threshold_source_split,test_rank_selection,validation_sample_count,validation_accepted_count,validation_achieved_coverage,validation_coverage_absolute_error,protocol_sha256,target_coverage,acceptance_threshold,test_sample_count,accepted_count,rejected_count,test_coverage,coverage_absolute_error,risk_masked_bce,macro_f1,micro_f1,accepted_error_prevalence,rejected_error_precision,rejected_error_recall
V3-4,P2,1,47,extrasensory-p2-fold1-seed47-v2_multiseed,natural_missingness,risk_control,v3_3_grouped_risk_selected,grouped_risk_output_compact,val,False,95409,76328,0.8000083849532015,8.38495320143462e-06,eaef5b13b86b5d4ce6e444388792462bbcca3a68002c517f0bc7c241cc10bfbe,0.8,0.37492066916854017,74282,58221,16061,0.7837834199402278,0.016216580059772223,0.38710174379705786,0.6353776977919381,0.7418176829507297,0.6398550351247831,0.8318286532594483,0.2639638037658309
V3-4,P2,1,47,extrasensory-p2-fold1-seed47-v2_multiseed,natural_missingness,risk_control,v3_3_grouped_risk_selected,grouped_risk_output_compact,val,False,95409,85869,0.9000094330723517,9.433072351683336e-06,eaef5b13b86b5d4ce6e444388792462bbcca3a68002c517f0bc7c241cc10bfbe,0.9,0.363812354491577,74282,66309,7973,0.8926657871355106,0.007334212864489431,0.4084617622432517,0.6130118057595253,0.7180745179257234,0.6646307439412448,0.8205192524771102,0.12925532965838815
V3-4,P2,1,47,extrasensory-p2-fold1-seed47-v2_multiseed,natural_missingness,risk_control,v3_3_grouped_risk_selected,grouped_risk_output_compact,val,False,95409,90639,0.9500047165361758,4.716536175841668e-06,eaef5b13b86b5d4ce6e444388792462bbcca3a68002c517f0bc7c241cc10bfbe,0.95,0.355809653484665,74282,70157,4125,0.9444683772650171,0.005531622734982866,0.41789874409016975,0.6025020321367457,0.706737105822123,0.6734039368844164,0.8167272727272727,0.06656392626400331
V3-4,P2,1,47,extrasensory-p2-fold1-seed47-v2_multiseed,natural_missingness,error_alert,mean_binary_certainty,grouped_risk_output_compact,val,False,95409,76328,0.8000083849532015,8.38495320143462e-06,eaef5b13b86b5d4ce6e444388792462bbcca3a68002c517f0bc7c241cc10bfbe,0.8,0.3279236185949361,74282,57252,17030,0.7707385369268464,0.029261463073153693,0.38277033652403236,0.63077783971109,0.7392315783795447,0.6319255222524978,0.8475631238990018,0.28518364846976074
V3-4,P2,1,47,extrasensory-p2-fold1-seed47-v2_multiseed,natural_missingness,error_alert,mean_binary_certainty,grouped_risk_output_compact,val,False,95409,85869,0.9000094330723517,9.433072351683336e-06,eaef5b13b86b5d4ce6e444388792462bbcca3a68002c517f0bc7c241cc10bfbe,0.9,0.26331302733842843,74282,65860,8422,0.8866212541396301,0.013378745860369912,0.40653514343585206,0.6086030252438307,0.7147393776908826,0.6593379896750683,0.8535977202564712,0.14203860668207774
V3-4,P2,1,47,extrasensory-p2-fold1-seed47-v2_multiseed,natural_missingness,error_alert,mean_binary_certainty,grouped_risk_output_compact,val,False,95409,90639,0.9500047165361758,4.716536175841668e-06,eaef5b13b86b5d4ce6e444388792462bbcca3a68002c517f0bc7c241cc10bfbe,0.95,0.21724759899700852,74282,70170,4112,0.9446433860154546,0.005356613984545344,0.4177441954964752,0.5979192558864186,0.703331257185347,0.6714977910788086,0.8497081712062257,0.06903364748187224
