phase,model_id,fold,seed,scenario,protocol_sha256,selected_family,source_prediction_sha256,run_id,requested_coverage,coverage,accepted_count,risk_masked_bce,macro_f1,micro_f1,known_target_count,score_method,confidence_cutoff
V3-3,P2,3,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,0.05,0.05000694380149986,4321,0.2186205197320467,0.629442348823509,0.9538038659336762,38148,mean_binary_certainty,0.9240243631882552
V3-3,P2,3,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,0.1,0.10000231460049995,8641,0.22162857054379462,0.6160253841311925,0.9408144338588652,82978,mean_binary_certainty,0.865931273038889
V3-3,P2,3,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,0.15,0.1500092584019998,12962,0.2213102274735758,0.6386187938486049,0.9301085559596401,130059,mean_binary_certainty,0.8136979616246318
V3-3,P2,3,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,0.2,0.2000046292009999,17282,0.2274346173409863,0.6502337859717087,0.9172462535978776,176465,mean_binary_certainty,0.7598928040340386
V3-3,P2,3,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,0.25,0.25,21602,0.2550813671795624,0.6637285810848703,0.8990410605720369,220388,mean_binary_certainty,0.712114619443305
V3-3,P2,3,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,0.3,0.30000694380149984,25923,0.27678540793194756,0.6730953520266191,0.8768672402679297,263743,mean_binary_certainty,0.6751068054655793
V3-3,P2,3,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,0.35,0.35000231460049996,30243,0.29625252507071803,0.663959424743094,0.8543672815144928,306952,mean_binary_certainty,0.6428586337681419
V3-3,P2,3,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,0.4,0.4000092584019998,34564,0.31271549895820205,0.6517727389211877,0.83372352764294,349076,mean_binary_certainty,0.6139512394113205
V3-3,P2,3,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,0.45,0.45000462920099993,38884,0.3245578863729549,0.6399622860574835,0.8152971855222377,390324,mean_binary_certainty,0.5855846153219386
V3-3,P2,3,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,0.5,0.5,43204,0.3361762537122543,0.6296671688139693,0.7978666759774098,432070,mean_binary_certainty,0.5585511852987148
