model_id,score_method,requested_coverage,fold_count,coverage,coverage_fold_std,accepted_count,accepted_count_fold_std,risk_masked_bce,risk_masked_bce_fold_std,macro_f1,macro_f1_fold_std,micro_f1,micro_f1_fold_std,known_target_count,known_target_count_fold_std,confidence_cutoff,confidence_cutoff_fold_std
P2,grouped_risk_output_compact,0.15,5,0.1500075204647434,3.144169134636914e-06,11165.6,2619.6996583578048,0.26314666213294663,0.023214752195579617,0.6147290514127307,0.03864697117806258,0.9026541041856383,0.023156858484291453,122053.53333333333,30911.690983797344,0.4284072783983648,0.013983042304002264
P2,grouped_risk_output_compact,0.2,5,0.20000357537979072,3.0249180210511215e-06,14887.0,3492.8426818280836,0.27335081233985403,0.01580310187466552,0.6349233681125004,0.04786559895272455,0.8915211065087523,0.026579098933209595,161796.33333333334,41096.021570084966,0.42097614593130717,0.012473154840738005
P2,grouped_risk_output_compact,0.25,5,0.2500056473329816,3.8237698060698875e-06,18608.8,4365.950663944795,0.2833766116457748,0.013156089137016205,0.6514102040061698,0.042080360662067696,0.8785340577380284,0.027950345131432883,200818.6666666667,50803.52291535609,0.41349894256970837,0.009359420460191094
P2,grouped_risk_output_compact,0.3,5,0.3000040168485289,2.6309761406514875e-06,22330.4,5239.265101137754,0.29485231523994165,0.012141081206305195,0.662721228515441,0.026329434302818797,0.8640092171996656,0.02561608367231526,239274.4,60148.06273337303,0.40678089428599284,0.006943920511199567
P2,grouped_risk_output_compact,0.35,5,0.35000608880171985,3.189508981368201e-06,26052.2,6112.3730825269495,0.30806372164510337,0.011483548053470436,0.6658634899967457,0.023081453364342547,0.8489290936105565,0.021542186964118807,277066.26666666666,69223.87043755612,0.4013315633182268,0.006025471545284998
P2,grouped_risk_output_compact,0.4,5,0.4000044583172671,3.498653907729881e-06,29773.8,6985.687525218975,0.3202321560347043,0.012241390390375313,0.6657406690029715,0.02320307748047327,0.8341945072728487,0.01703103649024636,314829.4666666667,78176.47448618343,0.3967387043344054,0.005767962838442092
P2,grouped_risk_output_compact,0.45,5,0.450006530270458,3.6429873523363466e-06,33495.6,7858.795505673881,0.33262585903491887,0.013630692276235902,0.6635165802036397,0.025892105041150422,0.8198478809986742,0.013219929193698495,352277.26666666666,87224.86453108807,0.39272543400102194,0.005672898814711671
P2,grouped_risk_output_compact,0.5,5,0.5000025851855053,3.643907512648645e-06,37217.0,8731.938530475349,0.34446096571020685,0.014743513146689077,0.659687365438854,0.029435171662971944,0.8065077838069822,0.01089329150161233,389381.0,96166.31381593269,0.3890902391999417,0.00556452937811995
P2,grouped_risk_output_compact,0.55,5,0.5500075679432102,4.372254802686094e-06,40939.0,9604.91548635385,0.35565707586970063,0.015889193754750005,0.6539183657877435,0.031280106155074795,0.793993543231704,0.009710560072853038,426048.3333333333,105006.98594696767,0.3857025452772942,0.005476174282033973
P2,grouped_risk_output_compact,0.6,5,0.600005719096558,4.538874875364618e-06,44660.6,10478.358783702723,0.36574092623719745,0.016104368734029248,0.6472369027087581,0.03277178163509215,0.782335195251778,0.009512363480910242,462633.2,113803.30348202647,0.38238739949657885,0.005305581970640678
P2,grouped_risk_output_compact,0.65,5,0.6500080094119485,3.610315715629472e-06,48382.4,11351.337907929621,0.3755168861438716,0.016074889395052427,0.6397210504185422,0.03360812361184479,0.7711982858020572,0.009761171490723485,499167.6,122475.00149586084,0.3790731731676101,0.0050348697335767705
P2,grouped_risk_output_compact,0.7,5,0.7000061605652961,4.077532910128363e-06,52104.0,12224.781204586036,0.3845074552689232,0.015817896891906075,0.6320499462317443,0.03337086113898386,0.7604425137823422,0.010249101441103206,535791.0666666667,131242.84595177835,0.3757108322006909,0.004640103250546637
P2,grouped_risk_output_compact,0.75,5,0.7500061362801866,4.8186616363556415e-06,55825.6,13097.588911704323,0.3932232005145432,0.01553968976007111,0.6240874996661749,0.03299747398563012,0.7500620903290564,0.010735283690184397,572480.3333333333,140225.28167480277,0.37211767388961786,0.0041292662036805095
P2,grouped_risk_output_compact,0.8,5,0.8000066020340343,4.494196416076866e-06,59547.4,13971.203627461737,0.401978413756758,0.014991449243712414,0.6156797484231487,0.03195744539554583,0.7399184119834954,0.010905355079640702,609350.6666666666,149054.3746534577,0.3682586576812842,0.0034992691791121216
P2,grouped_risk_output_compact,0.85,5,0.8500065777489247,4.625112191283739e-06,63269.0,14844.011334541618,0.41093131312094877,0.014680220084847219,0.6068916814906008,0.030337037446810843,0.7299880905826303,0.011178735431583844,646037.3333333333,157672.82596831114,0.3639517047482238,0.0027433086792300553
P2,grouped_risk_output_compact,0.9,5,0.9000070435027725,5.5960669684666475e-06,66990.8,15717.62605166569,0.41996107385654663,0.014244150428905386,0.5981895959797212,0.02876642106982317,0.7202428541470329,0.011506482951763465,682765.7333333334,166350.07604052633,0.35887573855087007,0.0020778783398779283
P2,grouped_risk_output_compact,0.95,5,0.950007019217663,5.206770870028924e-06,70712.4,16590.433758645373,0.42941927152842096,0.013729633885517864,0.5886469467983868,0.026753337127805983,0.7102868164541808,0.012007345531312235,719375.8666666667,174657.5517263234,0.35212689942996167,0.0028835370970067735
P2,grouped_risk_output_compact,1.0,5,1.0,0.0,74433.6,17463.71098306428,0.4396895228584613,0.0125650867091317,0.5776840964443883,0.024516425133215725,0.6993917630021248,0.012437651393560768,755688.0,182371.90756117017,0.32194564043076,0.011381549949319779
P2,grouped_risk_selected,0.05,5,0.050007078996005226,4.311431646759798e-06,3722.2,873.2772755545628,0.2434689623274635,0.06821780326200735,0.5405629630635571,0.056391478517330035,0.909991156492547,0.03665803449962008,42278.666666666664,10354.893193826556,0.45200202078219,0.014975307392197107
P2,grouped_risk_selected,0.1,5,0.10000313391105256,4.350271245683503e-06,7443.6,1746.4202816046313,0.24253894436138065,0.04077549757553565,0.5972247063271546,0.037793613591793465,0.9084070403809765,0.025658704925312713,83684.66666666666,20561.59594838018,0.43927777553952785,0.015900057387645092
P2,grouped_risk_selected,0.15,5,0.1500075204647434,3.144169134636914e-06,11165.6,2619.6996583578048,0.24908006433640062,0.0329598810595036,0.6311127910626002,0.026184229071316074,0.9013980010200566,0.025769727276827425,124199.13333333335,30637.521928547394,0.42946356679653,0.014068185419078647
P2,grouped_risk_selected,0.2,5,0.20000357537979072,3.0249180210511215e-06,14887.0,3492.8426818280836,0.2640255754035057,0.026688089407906058,0.6469791291865181,0.02184257771313856,0.8895450332290222,0.02764341732982432,163943.26666666666,40216.95901081754,0.421609624793291,0.012394167542473846
P2,grouped_risk_selected,0.25,5,0.2500056473329816,3.8237698060698875e-06,18608.8,4365.950663944795,0.2772724985221567,0.022361933800530878,0.6606910339253296,0.013921071844846544,0.8768993968203128,0.027424218679844913,202900.8,49858.08367400861,0.41458787042925954,0.010267442257629726
P2,grouped_risk_selected,0.3,5,0.3000040168485289,2.6309761406514875e-06,22330.4,5239.265101137754,0.2906663363432348,0.02077050702671574,0.670583083813929,0.010768149287992293,0.8626814548416879,0.02491469876459007,241051.0,59390.66976105479,0.40828727968050565,0.008310259801722869
P2,grouped_risk_selected,0.35,5,0.35000608880171985,3.189508981368201e-06,26052.2,6112.3730825269495,0.30405169750553807,0.019475621752885575,0.6722451633631427,0.01623996158231796,0.8478176676851664,0.02127799366447397,278982.8666666667,68863.09616776688,0.40284208185795123,0.007012681117007552
P2,grouped_risk_selected,0.4,5,0.4000044583172671,3.498653907729881e-06,29773.8,6985.687525218975,0.3164006202530563,0.018934042805526827,0.6712611252486674,0.020787751311151962,0.8333796857534095,0.018037885193451005,316737.13333333336,78270.54001084245,0.39820930145681277,0.006265046917557644
P2,grouped_risk_selected,0.45,5,0.450006530270458,3.6429873523363466e-06,33495.6,7858.795505673881,0.32779598675866,0.018351946608168676,0.6684911075521837,0.025686803299113967,0.8201497263591999,0.015591811657756803,354231.26666666666,87534.65595643311,0.39406473967353783,0.00581979694745306
P2,grouped_risk_selected,0.5,5,0.5000025851855053,3.643907512648645e-06,37217.0,8731.938530475349,0.33893171636868724,0.01800922277586532,0.664143371979202,0.02920190380071822,0.8074900339107846,0.014351976017829865,391425.8,96839.14724502918,0.3902206004376126,0.005463218528538575
P2,grouped_risk_selected,0.55,5,0.5500075679432102,4.372254802686094e-06,40939.0,9604.91548635385,0.34980447000631315,0.017274320276043406,0.6578877091961502,0.03208089990032481,0.795225733215039,0.0134442758809537,428310.5333333334,106044.10680404013,0.3865067157167302,0.005154778294226925
P2,grouped_risk_selected,0.6,5,0.600005719096558,4.538874875364618e-06,44660.6,10478.358783702723,0.3605719076394259,0.01644282915165366,0.6506515904949135,0.033324392770752324,0.7833803372201229,0.013049407366529453,465050.2,115231.68284557083,0.38285147178269585,0.004841594393485077
P2,grouped_risk_selected,0.65,5,0.6500080094119485,3.610315715629472e-06,48382.4,11351.337907929621,0.3713225578725291,0.015639740933504672,0.6425911269330337,0.03394468067140395,0.7717830997754929,0.012787298535848594,501613.6666666667,124634.93910038052,0.3791597138357428,0.004467049015535544
P2,grouped_risk_selected,0.7,5,0.7000061605652961,4.077532910128363e-06,52104.0,12224.781204586036,0.3811407808141173,0.014931784832268674,0.6340646577193105,0.03386818837688485,0.7605709639041446,0.0124312175678329,538151.8,133877.64365490185,0.375384374113794,0.004019300924002305
P2,grouped_risk_selected,0.75,5,0.7500061362801866,4.8186616363556415e-06,55825.6,13097.588911704323,0.3905489336680221,0.014506825845359757,0.6251591162591994,0.03343177450196593,0.7499966321603463,0.012238975321679823,574869.0,143248.97679584156,0.37143779532219173,0.003532341717661292
P2,grouped_risk_selected,0.8,5,0.8000066020340343,4.494196416076866e-06,59547.4,13971.203627461737,0.3998981502349346,0.014010377627514843,0.6161572945813213,0.03219245615811234,0.7398362725311948,0.012013376891850993,611812.0666666667,152268.11135395357,0.36713361797432875,0.0029372143528488734
P2,grouped_risk_selected,0.85,5,0.8500065777489247,4.625112191283739e-06,63269.0,14844.011334541618,0.4090641979956873,0.013729720062239827,0.6073605331167446,0.030239992181273295,0.730099758721812,0.012154090338643328,648399.0666666667,160508.09103635035,0.36213706116597444,0.0023195184870216613
P2,grouped_risk_selected,0.9,5,0.9000070435027725,5.5960669684666475e-06,66990.8,15717.62605166569,0.4184200609500083,0.013011798639253763,0.5986855227883968,0.02817483391351683,0.7204680070915708,0.012382166605308772,684574.6,167843.87403036852,0.3560772532844657,0.001976861747267131
P2,grouped_risk_selected,0.95,5,0.950007019217663,5.206770870028924e-06,70712.4,16590.433758645373,0.42836615248896825,0.012586686038681695,0.5889637843177872,0.02641618873668091,0.7105568896144271,0.012704627389759205,720204.6,174497.68184299118,0.34796923693291737,0.0025466721742423933
P2,grouped_risk_selected,1.0,5,1.0,0.0,74433.6,17463.71098306428,0.4396895228584614,0.012565086709131736,0.5776840964443883,0.024516425133215725,0.6993917630021248,0.012437651393560768,755688.0,182371.90756117017,0.2809601468914741,0.017769903321286674
P2,mean_binary_certainty,0.05,5,0.050007078996005226,4.311431646759798e-06,3722.2,873.2772755545628,0.30475675493960513,0.11202570235279531,0.5084298523750892,0.08650114037985183,0.9191497901454682,0.03288300692489024,39023.99999999999,10544.145115760793,0.9384170389623249,0.01665384009371387
P2,mean_binary_certainty,0.1,5,0.10000313391105256,4.350271245683503e-06,7443.6,1746.4202816046313,0.2654715050942797,0.08203990098083375,0.463601650091119,0.05905131443206072,0.9257363763491755,0.021948614151216208,81053.13333333333,19987.103099526732,0.8997133112844982,0.026623415719717772
P2,mean_binary_certainty,0.15,5,0.1500075204647434,3.144169134636914e-06,11165.6,2619.6996583578048,0.2572384815247145,0.061747204160390846,0.5308727176199811,0.06780924238400136,0.9239412886884187,0.017952151191858924,123479.13333333335,29671.992084380785,0.834677065589417,0.05099390015351187
P2,mean_binary_certainty,0.2,5,0.20000357537979072,3.0249180210511215e-06,14887.0,3492.8426818280836,0.2604042510992891,0.04357674869578565,0.5949239389861568,0.07636730012012508,0.9148832846688698,0.020045782379000253,164520.6,39951.68760126272,0.7585937283578432,0.05871120501372935
P2,mean_binary_certainty,0.25,5,0.2500056473329816,3.8237698060698875e-06,18608.8,4365.950663944795,0.2684188006482997,0.033952712602772446,0.6438835537074811,0.046477921153993025,0.901448430956537,0.02123600308690341,203710.26666666666,49906.14533546389,0.688994277507535,0.05117647448585551
P2,mean_binary_certainty,0.3,5,0.3000040168485289,2.6309761406514875e-06,22330.4,5239.265101137754,0.2826368816752848,0.027776472075401803,0.6711765880857772,0.024612945275924298,0.8831606624897208,0.020671526637701526,242077.80000000005,59338.530634075454,0.6326481414291825,0.03728397250418774
P2,mean_binary_certainty,0.35,5,0.35000608880171985,3.189508981368201e-06,26052.2,6112.3730825269495,0.2995507967535754,0.025377725014433517,0.6768578558524898,0.018198426835308392,0.8627020656785687,0.01746213550880879,279810.4,68746.10678851407,0.5894553366400874,0.031417699856921846
P2,mean_binary_certainty,0.4,5,0.4000044583172671,3.498653907729881e-06,29773.8,6985.687525218975,0.3169680541195493,0.02452628669246179,0.6735648810605738,0.0180679516298619,0.8425001085121554,0.014164375731760485,317123.3333333334,78311.32014558588,0.5551501359176021,0.029386588209058897
P2,mean_binary_certainty,0.45,5,0.450006530270458,3.6429873523363466e-06,33495.6,7858.795505673881,0.33231820585710287,0.023744910863082953,0.6670960658521949,0.019189510940867106,0.8241785791844654,0.011747282267605642,354033.60000000003,87847.78153064287,0.5255254041130295,0.028910759703135617
P2,mean_binary_certainty,0.5,5,0.5000025851855053,3.643907512648645e-06,37217.0,8731.938530475349,0.34547687178984854,0.022554281964696516,0.6599003065771593,0.021683454322911605,0.8076501414310506,0.009931925485150065,390628.4,97290.32188974973,0.49882224479391307,0.02900144424945908
P2,mean_binary_certainty,0.55,5,0.5500075679432102,4.372254802686094e-06,40939.0,9604.91548635385,0.35749328574082956,0.02099097197430161,0.6517310503479404,0.023241683702120326,0.792655297859353,0.009282081329656432,427071.0,106334.36152585442,0.4740585796866414,0.02913370663051586
P2,mean_binary_certainty,0.6,5,0.600005719096558,4.538874875364618e-06,44660.6,10478.358783702723,0.3683495417334478,0.019539372009012138,0.6436161810231349,0.024200571478695438,0.7793165106215415,0.009223576024825571,463200.8,115076.23802761755,0.4500287119759253,0.029538313003634457
P2,mean_binary_certainty,0.65,5,0.6500080094119485,3.610315715629472e-06,48382.4,11351.337907929621,0.37824068194482213,0.018582920981231016,0.6354582909386381,0.025240979375479495,0.7670903229073871,0.009330660208432895,499468.2666666666,124076.99592667806,0.426027292126539,0.029798548729338414
P2,mean_binary_certainty,0.7,5,0.7000061605652961,4.077532910128363e-06,52104.0,12224.781204586036,0.3875551179235045,0.017750749306531286,0.6272707455507527,0.02604910236564504,0.75577532185676,0.009633158886176807,535798.8,132894.3774273807,0.4016803075283192,0.029875537294145594
P2,mean_binary_certainty,0.75,5,0.7500061362801866,4.8186616363556415e-06,55825.6,13097.588911704323,0.39636444295166484,0.017017619475601327,0.6194350192824327,0.02617755955809913,0.7453610678794333,0.009829629676228824,572176.6,141493.04900700954,0.37634157692901615,0.029816033212844303
P2,mean_binary_certainty,0.8,5,0.8000066020340343,4.494196416076866e-06,59547.4,13971.203627461737,0.40503294771470016,0.016304898369438166,0.6115996554683469,0.025879171924909645,0.7354161307191057,0.01011178988026387,608726.0000000001,149866.87522116274,0.34910396066035215,0.029499506349552396
P2,mean_binary_certainty,0.85,5,0.8500065777489247,4.625112191283739e-06,63269.0,14844.011334541618,0.41343640188793784,0.015429962387574986,0.6037114154176615,0.025230924938317405,0.7260398930115499,0.010630657374577463,645482.8,158292.78722962152,0.31881349094440115,0.028697432348677516
P2,mean_binary_certainty,0.9,5,0.9000070435027725,5.5960669684666475e-06,66990.8,15717.62605166569,0.4217886455574293,0.014478607912531093,0.5956226109373748,0.024696459573136834,0.7170025321507285,0.011103702837510058,682251.4666666667,166504.80976462978,0.28258660592529744,0.02741337813240509
P2,mean_binary_certainty,0.95,5,0.950007019217663,5.206770870028924e-06,70712.4,16590.433758645373,0.4303697440799551,0.013607377678264646,0.586836292842222,0.024339767354065865,0.7080838864734559,0.01168742009662996,719111.9333333333,174658.35880677964,0.23288504825216888,0.024619590575281708
P2,mean_binary_certainty,1.0,5,1.0,0.0,74433.6,17463.71098306428,0.4396895228584614,0.01256508670913178,0.5776840964443883,0.024516425133215725,0.6993917630021248,0.012437651393560768,755688.0,182371.90756117017,0.03712582733053772,0.00904270878814639
P2,p2_system_reliability,0.05,5,0.050007078996005226,4.311431646759798e-06,3722.2,873.2772755545628,0.4382606751085614,0.027676629005654613,0.5256989099431977,0.018734081904006477,0.6656439696579438,0.029872575666923768,38349.73333333334,10818.792337101831,0.9951499104499817,0.0006960460366147485
P2,p2_system_reliability,0.1,5,0.10000313391105256,4.350271245683503e-06,7443.6,1746.4202816046313,0.42947736624590566,0.03281541640816403,0.552322899440038,0.020901059449997657,0.6777149862215035,0.028027721776623497,76341.79999999999,22012.475667978222,0.9938036203384399,0.0008911943884415517
P2,p2_system_reliability,0.15,5,0.1500075204647434,3.144169134636914e-06,11165.6,2619.6996583578048,0.42785999712888667,0.031096522908109193,0.566276683032597,0.0188420981266192,0.6842025455216956,0.024836452070191032,114310.66666666666,32675.991182790123,0.9926396210988363,0.0010529350203793745
P2,p2_system_reliability,0.2,5,0.20000357537979072,3.0249180210511215e-06,14887.0,3492.8426818280836,0.43048190167402717,0.02824377007260375,0.5744990433144637,0.019936270184657025,0.6868731206867288,0.022168928165820768,152140.06666666668,42676.877021403525,0.9915482997894287,0.0012254051003017475
P2,p2_system_reliability,0.25,5,0.2500056473329816,3.8237698060698875e-06,18608.8,4365.950663944795,0.4319009744885345,0.023411749073356636,0.5770734659306394,0.020050210348596092,0.6891417564995732,0.02046239463326306,190191.19999999998,52176.5696109534,0.9904727737108866,0.0013970971072532021
P2,p2_system_reliability,0.3,5,0.3000040168485289,2.6309761406514875e-06,22330.4,5239.265101137754,0.43282200007173144,0.020027370743077418,0.5782203981555798,0.020244323355457425,0.6912802922798165,0.01885740574363909,228184.26666666666,61351.32010370001,0.9893985470136005,0.0015837526047121498
P2,p2_system_reliability,0.35,5,0.35000608880171985,3.189508981368201e-06,26052.2,6112.3730825269495,0.43335064816023755,0.017692022027211464,0.5805120674424371,0.02149572010494764,0.6935620267311935,0.017235818242399087,266053.5333333333,70293.25458297308,0.9883002400398254,0.0017736286317823291
P2,p2_system_reliability,0.4,5,0.4000044583172671,3.498653907729881e-06,29773.8,6985.687525218975,0.4339433496728414,0.015959126247633588,0.5814065221208362,0.02275462032313819,0.6953686544748386,0.016211063497719568,303973.39999999997,79200.08625605571,0.9871449708938599,0.001967329878438801
P2,p2_system_reliability,0.45,5,0.450006530270458,3.6429873523363466e-06,33495.6,7858.795505673881,0.4349132562523839,0.014200257938243976,0.5826258440573641,0.0243006935330961,0.6966452091556609,0.015213645487830645,341733.8666666667,87935.52744596465,0.9858962019284565,0.0021731608231063274
P2,p2_system_reliability,0.5,5,0.5000025851855053,3.643907512648645e-06,37217.0,8731.938530475349,0.43582282156479557,0.01368291389514914,0.5835570285747667,0.025226666378991982,0.6975630421417727,0.014525972309495438,379349.06666666665,96741.02012199606,0.9845064560572307,0.0023769486058377665
P2,p2_system_reliability,0.55,5,0.5500075679432102,4.372254802686094e-06,40939.0,9604.91548635385,0.4368424345732492,0.013740567289990504,0.5835711940192334,0.02617938849091382,0.6979189253801477,0.01401338073298972,416805.6666666666,105278.64845468165,0.9829400738080343,0.0026167217633087853
P2,p2_system_reliability,0.6,5,0.600005719096558,4.538874875364618e-06,44660.6,10478.358783702723,0.4386217175985544,0.01350878707376789,0.5833407711731835,0.026486652746110898,0.6975567438849524,0.01385140833873335,453944.3333333333,113737.33726222008,0.9811347126960754,0.002880715721881641
P2,p2_system_reliability,0.65,5,0.6500080094119485,3.610315715629472e-06,48382.4,11351.337907929621,0.4396392738641174,0.013323059186780716,0.5826896523574988,0.02625485936634003,0.6972958672471143,0.014163772605204577,490913.4000000001,122142.76607255773,0.9790847659111023,0.0031566244075554757
P2,p2_system_reliability,0.7,5,0.7000061605652961,4.077532910128363e-06,52104.0,12224.781204586036,0.44068446412890855,0.01374432027316655,0.581991206586465,0.026279295694163592,0.6969548362232196,0.014550928739909904,527987.4,130502.79017800518,0.9766894737879435,0.0035075225993247833
P2,p2_system_reliability,0.75,5,0.7500061362801866,4.8186616363556415e-06,55825.6,13097.588911704323,0.441178318919487,0.013774085917400248,0.5812721525784796,0.026249170295289184,0.6968492588176701,0.014721378244614988,565195.6666666667,138984.6459917226,0.9737797260284424,0.004011469117032108
P2,p2_system_reliability,0.8,5,0.8000066020340343,4.494196416076866e-06,59547.4,13971.203627461737,0.44139735889200216,0.013711676439807061,0.5806264331988806,0.025829489888958185,0.6968185783736554,0.014763188096687252,602812.0666666667,147572.65703325786,0.9700594504674276,0.004886208319052692
P2,p2_system_reliability,0.85,5,0.8500065777489247,4.625112191283739e-06,63269.0,14844.011334541618,0.4414100055212389,0.013854305161155456,0.5805412752055172,0.02560732698049437,0.6972139830553805,0.014641337850490141,640707.6666666666,156390.15099388096,0.9652106205622355,0.006358549790650812
P2,p2_system_reliability,0.9,5,0.9000070435027725,5.5960669684666475e-06,66990.8,15717.62605166569,0.44125362313965333,0.014030673069034792,0.5800075006723008,0.025196571268775406,0.6976889630459356,0.014301338611970006,678874.2666666667,165223.9615329246,0.9577403942743938,0.00964590882414879
