phase,model_id,fold,seed,scenario,protocol_sha256,source_prediction_sha256,run_id,score_method,valid_count,error_count,error_prevalence,error_detection_auroc,error_detection_auprc,normalized_aurc,confidence_mean,confidence_std,confidence_min,confidence_max,actual_coverage_0_80,risk_masked_bce_0_80,macro_f1_0_80,micro_f1_0_80,actual_coverage_0_90,risk_masked_bce_0_90,macro_f1_0_90,micro_f1_0_90,actual_coverage_0_95,risk_masked_bce_0_95,macro_f1_0_95,micro_f1_0_95,actual_coverage_1_00,risk_masked_bce_1_00,macro_f1_1_00,micro_f1_1_00
V3-1,P2,3,13,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,798c57a3ac7a11de427c0a84f98e03963a324e88ac17f5f896df91646b94d404,extrasensory-p2-fold3-seed13-v2_seed13,p2_system_reliability,86408,61199,0.7082561799833349,0.4788668125020426,0.7006086971157579,0.4349704952304574,0.9759206391519863,0.0157023754795238,0.8326734304428101,0.9985439777374268,0.8000069438014998,0.4325674499144233,0.5455017040152208,0.6841649278907093,0.9000092584019999,0.4262380784092025,0.5451795058401987,0.6908515880701669,0.950004629201,0.4235505351083088,0.5451167263063698,0.6936293262262987,1.0,0.4228649436786789,0.5462291450377689,0.6957399211112716
V3-1,B4,3,29,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,ca62de5edaee70211e57ea60da7675b2ca86d6b63589abdfadfef595483a6922,extrasensory-gated-fold3-seed29-full,mean_binary_certainty,86408,61409,0.7106865105082862,0.8026622597252568,0.8883675277803764,0.3333511070525014,0.5525921512423374,0.2098259730375841,0.0348783372722797,0.9969992045275222,0.8000069438014998,0.4143812628066339,0.5583265373291089,0.7338321824515253,0.9000092584019999,0.4305867036695986,0.5423664482779551,0.713667498603449,0.950004629201,0.4375849589571938,0.5335930512475444,0.7037105653791876,1.0,0.4444723726563323,0.522251506104563,0.6924775033966425
V3-1,B4,3,29,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,ca62de5edaee70211e57ea60da7675b2ca86d6b63589abdfadfef595483a6922,extrasensory-gated-fold3-seed29-full,mean_normalized_threshold_margin,86408,61409,0.7106865105082862,0.8044029478289001,0.8880080506935069,0.3317160864628279,0.7137300857892885,0.1609307560282839,0.2231415642649737,0.9996508034498254,0.8000069438014998,0.4090544985269098,0.5666421622008386,0.7388124190695659,0.9000092584019999,0.4281720965511402,0.5444512680447551,0.7157015316569744,0.950004629201,0.4369396422207455,0.5340279939260333,0.7050220586554506,1.0,0.4444723726563323,0.522251506104563,0.6924775033966425
V3-1,B5,3,29,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,1ab02e690e33ca2a1cd30580820f321892ad740e3ae565f885418243fe788bfc,extrasensory-robust-gated-fold3-seed29-full,mean_binary_certainty,86408,62221,0.7200837885380983,0.7461329329723867,0.8549719851448614,0.3712470230121923,0.5150838938799653,0.2050757561422674,0.0383289999330797,0.993871150110604,0.8000069438014998,0.4416918902392558,0.5755178312322177,0.7221859171158868,0.9000092584019999,0.4541366558228992,0.5565314098861488,0.7046796953639869,0.950004629201,0.4611136380666392,0.5474849113449777,0.6961194029850746,1.0,0.4693216782990644,0.5370250504572197,0.6856761714190428
V3-1,B5,3,29,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,1ab02e690e33ca2a1cd30580820f321892ad740e3ae565f885418243fe788bfc,extrasensory-robust-gated-fold3-seed29-full,mean_normalized_threshold_margin,86408,62221,0.7200837885380983,0.7415140318145198,0.846759063847183,0.3708098912655224,0.6920819604227348,0.1599728739481384,0.2046022165800139,0.9989856159620196,0.8000069438014998,0.4376965256774102,0.5867120262014204,0.7270522813738651,0.9000092584019999,0.4529453816158771,0.5635226948995599,0.7066538127013834,0.950004629201,0.4601635960108632,0.5515028942037947,0.6969331360536147,1.0,0.4693216782990645,0.5370250504572197,0.6856761714190428
V3-1,P,3,29,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,14c1abd9aa5e18ad9591235ca1cd46cd03aca983f91a5f03f30b6a325b6695c9,extrasensory-quality-aware-fold3-seed29-full,mean_binary_certainty,86408,58511,0.677147949263957,0.7570514140409225,0.8398850536960518,0.3304370372391213,0.5390307816540808,0.2237225042986014,0.0279765679969405,0.997397575170928,0.8000069438014998,0.3928235859271436,0.5796743719697629,0.7450132987886389,0.9000092584019999,0.410294944544345,0.5596160603101058,0.7252906762913089,0.950004629201,0.4196487200873486,0.5495658484615292,0.7161248546541988,1.0,0.4303001012466186,0.5384447237264011,0.705811009870249
V3-1,P,3,29,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,14c1abd9aa5e18ad9591235ca1cd46cd03aca983f91a5f03f30b6a325b6695c9,extrasensory-quality-aware-fold3-seed29-full,mean_normalized_threshold_margin,86408,58511,0.677147949263957,0.749816863528529,0.8312832351873496,0.3317347337219679,0.7141116848603498,0.1655102614294583,0.1831154567168701,0.9996461380906714,0.8000069438014998,0.3911441943335405,0.5924324645054583,0.7504564870286721,0.9000092584019999,0.4096528174194366,0.565750028886302,0.7280607986411094,0.950004629201,0.4193594220942081,0.5520935229240603,0.7174684013148757,1.0,0.4303001012466186,0.5384447237264011,0.705811009870249
V3-1,P2,3,29,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,mean_binary_certainty,86408,61873,0.7160563836681789,0.7522091128698313,0.8616663662243892,0.3280154552036543,0.5799155845571068,0.1905074370582705,0.062575685041164,0.9965029064163354,0.8000069438014998,0.3915367125011464,0.5583180923749389,0.7179841442152702,0.9000092584019999,0.4077948262607071,0.5383879479140184,0.697878474204065,0.950004629201,0.4159849435617666,0.5288869367150588,0.6883637557811773,1.0,0.4258320735001711,0.5175101340642319,0.6772116485465142
V3-1,P2,3,29,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,mean_normalized_threshold_margin,86408,61873,0.7160563836681789,0.7444754370093891,0.8529420934212423,0.3292017684143059,0.7263472291820526,0.149814786364338,0.1889421469512263,0.9995237221889576,0.8000069438014998,0.3899457119102444,0.571431797993029,0.7237405780597581,0.9000092584019999,0.4066294648365606,0.5437633273038195,0.7003173977707672,0.950004629201,0.4157400029329607,0.5307194758117492,0.6893545371202425,1.0,0.425832073500171,0.5175101340642319,0.6772116485465142
V3-1,P2,3,29,natural_missingness,fb82651717076e658cf67e62ccd41ca247d29c994518945706edefcf0b635aa0,10d9503e683f16ee3cc2a2ddfc4f697fdc3e0f9813fdab4aa08f1b14b187abdf,extrasensory-p2-fold3-seed29-v2_multiseed,p2_system_reliability,86408,61873,0.7160563836681789,0.447205367795681,0.6897015957116511,0.4494727713488775,0.974653883786204,0.0217511521405493,0.7320342063903809,0.9997074007987976,0.8000069438014998,0.4339660792452614,0.5244799965964678,0.6687880912572137,0.9000092584019999,0.430374717571895,0.5212895702748203,0.6728293134321184,0.950004629201,0.4280854638730292,0.5190864024135894,0.6751071528350358,1.0,0.425832073500171,0.5175101340642319,0.6772116485465142
