phase,model_id,fold,seed,scenario,protocol_sha256,source_prediction_sha256,run_id,score_method,valid_count,error_count,error_prevalence,error_detection_auroc,error_detection_auprc,normalized_aurc,confidence_mean,confidence_std,confidence_min,confidence_max,actual_coverage_0_80,risk_masked_bce_0_80,macro_f1_0_80,micro_f1_0_80,actual_coverage_0_90,risk_masked_bce_0_90,macro_f1_0_90,micro_f1_0_90,actual_coverage_0_95,risk_masked_bce_0_95,macro_f1_0_95,micro_f1_0_95,actual_coverage_1_00,risk_masked_bce_1_00,macro_f1_1_00,micro_f1_1_00
V3-2,P2,0,13,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,0d73ab992cbe5fe6bf4e93419766623e57622e207cab8673bb9ca23ec6927615,extrasensory-p2-fold0-seed13-v2_seed13,mean_binary_certainty,65059,45690,0.7022856176701148,0.7398409601884521,0.8455488805111082,0.2924806751438015,0.5585290361959787,0.2212474529933366,0.017540671260924,0.9980724353757676,0.8000122965308413,0.3737810642309998,0.6138393561471046,0.7467952019005637,0.9000138335971964,0.3927000631963255,0.6009921886336468,0.7294068828319751,0.950014602130374,0.4022655027633949,0.5931422458339518,0.7215789519264911,1.0,0.413312436456162,0.5864481220663477,0.715372390911304
V3-2,P2,0,13,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,0d73ab992cbe5fe6bf4e93419766623e57622e207cab8673bb9ca23ec6927615,extrasensory-p2-fold0-seed13-v2_seed13,p2_system_reliability,65059,45690,0.7022856176701148,0.4930744090749059,0.7015033977525897,0.410298343370799,0.9835620516388278,0.0152026342295329,0.8367984294891357,0.9995046854019164,0.8000122965308413,0.4103260173883554,0.5978167161004211,0.7208866109223407,0.9000138335971964,0.4111840375170621,0.5931666357508256,0.7180867597133157,0.950014602130374,0.4121701785670695,0.5904436066582378,0.716428630942633,1.0,0.413312436456162,0.5864481220663477,0.715372390911304
V3-2,P2,0,13,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,0d73ab992cbe5fe6bf4e93419766623e57622e207cab8673bb9ca23ec6927615,extrasensory-p2-fold0-seed13-v2_seed13,task_confidence_output_only,65059,45690,0.7022856176701148,0.7298746947931919,0.8446288944083798,0.3142635410251423,0.2967805109266482,0.2138569090832661,0.0250947255624944,0.8732428744337145,0.8000122965308413,0.3885872037941055,0.6012122893522248,0.7388942568686431,0.9000138335971964,0.402192226719513,0.5940620242486858,0.7280848247089616,0.950014602130374,0.4084526640153642,0.5897912652422281,0.7221901072448513,1.0,0.413312436456162,0.5864481220663477,0.715372390911304
V3-2,P2,0,13,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,0d73ab992cbe5fe6bf4e93419766623e57622e207cab8673bb9ca23ec6927615,extrasensory-p2-fold0-seed13-v2_seed13,task_confidence_full,65059,45690,0.7022856176701148,0.7625468325403852,0.8653789641126222,0.3080739834272555,0.2796358745612456,0.2122485209628526,0.0025685513340854,0.991742927823648,0.8000122965308413,0.3817139388690549,0.6019194403480373,0.7452883537770284,0.9000138335971964,0.3979302840009741,0.59433593248696,0.731219482421875,0.950014602130374,0.404869329353299,0.5910546597114889,0.7241056355942003,1.0,0.413312436456162,0.5864481220663477,0.715372390911304
V3-2,P2,0,29,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,7d8326c7084490bf1a1a9cb0a75ab3e5549a365050be18355173ff12f9c3d0e2,extrasensory-p2-fold0-seed29-v2_multiseed,mean_binary_certainty,65059,44877,0.6897892682027084,0.7275178311573739,0.8359365917974027,0.3201433357189147,0.5459100595034377,0.2144995544461007,0.0244148696101834,0.9986057416517996,0.8000122965308413,0.3967520747728496,0.6102210185765526,0.7497075337242086,0.9000138335971964,0.4135652692529754,0.5952796747505011,0.7330795158195148,0.950014602130374,0.4231760839781945,0.5865559747873451,0.7251532632451249,1.0,0.4334111127946805,0.5776016285911816,0.7181435090139885
V3-2,P2,0,29,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,7d8326c7084490bf1a1a9cb0a75ab3e5549a365050be18355173ff12f9c3d0e2,extrasensory-p2-fold0-seed29-v2_multiseed,p2_system_reliability,65059,44877,0.6897892682027084,0.4713903669357912,0.6715683343533394,0.4535347479229432,0.9834305643778812,0.0119163018948314,0.8518236875534058,0.9990755915641784,0.8000122965308413,0.4355677954757319,0.5819752843115832,0.718659136754215,0.9000138335971964,0.4345794372258859,0.5807993204938053,0.718948857300841,0.950014602130374,0.4348193717108646,0.5785616015491228,0.7182717225831193,1.0,0.4334111127946805,0.5776016285911816,0.7181435090139885
V3-2,P2,0,29,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,7d8326c7084490bf1a1a9cb0a75ab3e5549a365050be18355173ff12f9c3d0e2,extrasensory-p2-fold0-seed29-v2_multiseed,task_confidence_output_only,65059,44877,0.6897892682027084,0.7334528425417433,0.842736994814521,0.334219689033039,0.31876970949198,0.2125534015902004,0.0254674622135328,0.8085328710301786,0.8000122965308413,0.4012935191963921,0.6032396091449644,0.7459854928333484,0.9000138335971964,0.4171227283045681,0.5909546991995095,0.7327715222898685,0.950014602130374,0.4253866761799919,0.5847090882767739,0.7261017443982191,1.0,0.4334111127946805,0.5776016285911816,0.7181435090139885
V3-2,P2,0,29,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,7d8326c7084490bf1a1a9cb0a75ab3e5549a365050be18355173ff12f9c3d0e2,extrasensory-p2-fold0-seed29-v2_multiseed,task_confidence_full,65059,44877,0.6897892682027084,0.781846991296244,0.8683238215184681,0.3090304852209847,0.2910577910698132,0.2110395095595882,0.005108598479293,0.979496368250852,0.8000122965308413,0.3977315384996437,0.6040648698856913,0.7548431782723374,0.9000138335971964,0.4154199243387018,0.5918735238663969,0.7370121230498846,0.950014602130374,0.424511075222006,0.5848426145853807,0.7271685392601428,1.0,0.4334111127946804,0.5776016285911816,0.7181435090139885
V3-2,P2,0,47,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,4713ca0d554d4ba66875cada7f2b9ad8e1a37c83062a6da42fc3f5f33ec0cd2f,extrasensory-p2-fold0-seed47-v2_multiseed,mean_binary_certainty,65059,45340,0.6969058854270739,0.7386378474201257,0.849184135339796,0.2927614412675022,0.5268987445087651,0.2196075104698011,0.0268310751088106,0.9942770282214024,0.8000122965308413,0.3751683586447783,0.6054973751355324,0.7538499889208952,0.9000138335971964,0.3961952460759259,0.5881490238451433,0.7341747926447937,0.950014602130374,0.4068570267209815,0.5789186747097698,0.7246799811659009,1.0,0.4181073355770862,0.5716197763884875,0.7167951290389538
V3-2,P2,0,47,natural_missingness,ea4f5c2a61cf7df43321c66da250e1480ff9cb431dfabb22d9c4d05d565bb993,4713ca0d554d4ba66875cada7f2b9ad8e1a37c83062a6da42fc3f5f33ec0cd2f,extrasensory-p2-fold0-seed47-v2_multiseed,p2_system_reliability,65059,45340,0.6969058854270739,0.5062152499342717,0.6972940971617168,0.4240647550374032,0.984464682308941,0.0128922232244579,0.8240059614181519,0.999147891998291,0.8000122965308413,0.419793107733506,0.5733749006031575,0.7118701007838746,0.9000138335971964,0.4176185337861211,0.5745028582752746,0.7148735782972983,0.950014602130374,0.4172111513328521,0.5739443682162044,0.716200425342962,1.0,0.4181073355770862,0.5716197763884875,0.7167951290389538
