model_id,score_method,fold,error_prevalence,error_detection_auroc,error_detection_auprc,normalized_aurc,confidence_mean,confidence_std,confidence_min,confidence_max,actual_coverage_0_80,risk_masked_bce_0_80,macro_f1_0_80,micro_f1_0_80,actual_coverage_0_90,risk_masked_bce_0_90,macro_f1_0_90,micro_f1_0_90,actual_coverage_0_95,risk_masked_bce_0_95,macro_f1_0_95,micro_f1_0_95,actual_coverage_1_00,risk_masked_bce_1_00,macro_f1_1_00,micro_f1_1_00,seed_count
B4,mean_binary_certainty,0,0.6925354934239177,0.7496152336714833,0.8506793369040793,0.3300180607177048,0.5781236233430703,0.22049799635547107,0.04048768057720143,0.9949229265831638,0.8000122965308413,0.39872865972316074,0.5819051601518711,0.7460622687700602,0.9000138335971964,0.41724057217250693,0.5678621633495498,0.7263908430904434,0.950014602130374,0.42656228348876185,0.5609533620722826,0.717762475806838,1.0,0.43669039815205807,0.5537193069586519,0.7106320673987204,3
B4,mean_binary_certainty,1,0.7012645504070075,0.708773559273772,0.8306796318659068,0.3877732859558736,0.5943948011900709,0.2148939926893758,0.027572044184935734,0.9911912715258325,0.8000053848846288,0.4150470654749984,0.6204887171552484,0.7222943242006551,0.9000026924423145,0.43097167037016515,0.6023722752430213,0.7012199511215504,0.9500013462211573,0.4393342166950129,0.593319078874302,0.691232890258335,1.0,0.44818834518250644,0.5845807108823364,0.6818063925794821,3
B4,mean_binary_certainty,2,0.7092447602776817,0.7425048104444191,0.8514442824527029,0.3882612345683112,0.6230790304721534,0.22099259355272802,0.040656008349507604,0.998224814412506,0.8000083849532015,0.4428318018691892,0.6028619598990255,0.7347414981818495,0.9000094330723517,0.45585036554247066,0.588661361057743,0.7166996300022187,0.9500047165361757,0.46212886096048805,0.5813591896627469,0.7086416517869557,1.0,0.4689835643937886,0.5734246922041324,0.7009589435125693,3
B4,mean_binary_certainty,3,0.7234515322655309,0.799820609803998,0.8938328659491747,0.35573904373543214,0.6026619918645827,0.20672156598015926,0.04307428548959207,0.9985007582977022,0.8000069438014998,0.4159202357649721,0.558383239246499,0.7299153588497521,0.9000092584019997,0.4291600912316176,0.5425488790273648,0.7090800631227198,0.950004629201,0.4359924256434828,0.5333846320124775,0.6985572191469694,1.0,0.4437203023098733,0.5224541262942286,0.6869815207598391,3
B4,mean_binary_certainty,4,0.7514212899431484,0.675786988580401,0.8592772850088503,0.41465052116662227,0.5550719913328237,0.2117730048457185,0.056195476920110336,0.9944626785753825,0.8000000000000002,0.44884406983700825,0.6367297724819886,0.7132799801556337,0.9,0.465247508921149,0.6144664208237273,0.6934893506513795,0.950009801999608,0.4731510783938468,0.6028646482252508,0.6841740258591814,1.0,0.4811691345798319,0.5914953982975195,0.6752706338373061,3
B4,mean_normalized_threshold_margin,0,0.6925354934239177,0.7545195676100181,0.8523389497198394,0.32747904568181974,0.7371078892000223,0.15854850243790777,0.2374450615732708,0.9990539601812699,0.8000122965308413,0.39772533234982305,0.5823085009441806,0.7516632742623859,0.9000138335971964,0.41552480802068564,0.5686999433918943,0.731534985452155,0.950014602130374,0.42496628214332005,0.5619249478159476,0.721296685517213,1.0,0.43669039815205807,0.5537193069586519,0.7106320673987204,3
B4,mean_normalized_threshold_margin,1,0.7012645504070075,0.6962642990689497,0.8171747780669495,0.38410568799709655,0.7458672295868954,0.15335886178362568,0.2486738410126427,0.9983101888278071,0.8000053848846288,0.4159633653642483,0.6273634969286607,0.7244131585302336,0.9000026924423145,0.4320670777179068,0.6062474677600247,0.7030753966017284,0.9500013462211573,0.4397885017972485,0.5958503392211995,0.6926040727514543,1.0,0.44818834518250644,0.5845807108823364,0.6818063925794821,3
B4,mean_normalized_threshold_margin,2,0.7092447602776817,0.7397693825054826,0.8455642333488346,0.38495815515061427,0.761515065527747,0.15769599501977224,0.22696527133630448,0.999634551347928,0.8000083849532015,0.4373163814290974,0.614844812904333,0.7407070434265877,0.9000094330723517,0.4540149493502206,0.5947904858784822,0.7203758293849151,0.9500047165361757,0.4612882764890928,0.5848357672607732,0.7108157926870606,1.0,0.4689835643937886,0.5734246922041324,0.7009589435125693,3
B4,mean_normalized_threshold_margin,3,0.7234515322655309,0.7982304178028311,0.8884247935742065,0.3564892310035746,0.7423582917968875,0.1552134707526294,0.21076689598142853,0.9997773435511942,0.8000069438014998,0.4134142918076657,0.562416435586856,0.734013664831329,0.9000092584019997,0.4298190761807032,0.5424018423283906,0.7109122313616728,0.950004629201,0.43672885124758754,0.5335736259402498,0.6997658697388024,1.0,0.4437203023098734,0.5224541262942286,0.6869815207598391,3
B4,mean_normalized_threshold_margin,4,0.7514212899431484,0.6605533271678211,0.84709611444221,0.4192217770680629,0.7253042334974377,0.1541880937546484,0.24309891134050524,0.9990394040107274,0.8000000000000002,0.45132314269447055,0.6506558030325119,0.7157340106605766,0.9,0.46362016106722165,0.6240799659808239,0.6971466985643842,0.950009801999608,0.47126213268684447,0.6090914721629223,0.6869176846999384,1.0,0.4811691345798319,0.5914953982975195,0.6752706338373061,3
