phase,model_id,fold,seed,scenario,protocol_sha256,selected_family,source_prediction_sha256,run_id,score_method,valid_count,error_count,error_prevalence,error_detection_auroc,error_detection_auprc,normalized_aurc,confidence_mean,confidence_std,confidence_min,confidence_max,actual_coverage_0_80,risk_masked_bce_0_80,macro_f1_0_80,micro_f1_0_80,actual_coverage_0_90,risk_masked_bce_0_90,macro_f1_0_90,micro_f1_0_90,actual_coverage_0_95,risk_masked_bce_0_95,macro_f1_0_95,micro_f1_0_95,actual_coverage_1_00,risk_masked_bce_1_00,macro_f1_1_00,micro_f1_1_00
V3-3,P2,0,47,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,4713ca0d554d4ba66875cada7f2b9ad8e1a37c83062a6da42fc3f5f33ec0cd2f,extrasensory-p2-fold0-seed47-v2_multiseed,mean_binary_certainty,65059,45340,0.6969058854270739,0.7386378474201257,0.849184135339796,0.2927614412675022,0.5268987445087651,0.2196075104698011,0.0268310751088106,0.9942770282214024,0.8000122965308413,0.3751683586447783,0.6054973751355324,0.7538499889208952,0.9000138335971964,0.3961952460759259,0.5881490238451433,0.7341747926447937,0.950014602130374,0.4068570267209815,0.5789186747097698,0.7246799811659009,1.0,0.4181073355770862,0.5716197763884875,0.7167951290389538
V3-3,P2,0,47,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,4713ca0d554d4ba66875cada7f2b9ad8e1a37c83062a6da42fc3f5f33ec0cd2f,extrasensory-p2-fold0-seed47-v2_multiseed,p2_system_reliability,65059,45340,0.6969058854270739,0.5062152499342717,0.6972940971617168,0.4240647550374032,0.984464682308941,0.0128922232244579,0.8240059614181519,0.999147891998291,0.8000122965308413,0.419793107733506,0.5733749006031575,0.7118701007838746,0.9000138335971964,0.4176185337861211,0.5745028582752746,0.7148735782972983,0.950014602130374,0.4172111513328521,0.5739443682162044,0.716200425342962,1.0,0.4181073355770862,0.5716197763884875,0.7167951290389538
V3-3,P2,0,47,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,4713ca0d554d4ba66875cada7f2b9ad8e1a37c83062a6da42fc3f5f33ec0cd2f,extrasensory-p2-fold0-seed47-v2_multiseed,grouped_risk_output_compact,65059,45340,0.6969058854270739,0.7097695549242329,0.8441103108352346,0.3129599624798129,0.3899030497808796,0.0278113246227435,0.3042850223904477,0.471352508913574,0.8000122965308413,0.3694290362717523,0.603888639716994,0.7599430476503658,0.9000138335971964,0.3910391120583887,0.5902340361343902,0.7402088853860904,0.950014602130374,0.4032608336486625,0.5822649527197746,0.7293731596911943,1.0,0.4181073355770862,0.5716197763884875,0.7167951290389538
V3-3,P2,0,47,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,4713ca0d554d4ba66875cada7f2b9ad8e1a37c83062a6da42fc3f5f33ec0cd2f,extrasensory-p2-fold0-seed47-v2_multiseed,grouped_risk_full_compact,65059,45340,0.6969058854270739,0.727993959148981,0.8531694975209353,0.3039020843558297,0.3886772754823769,0.0284562039655755,0.301540780724607,0.4743673584267365,0.8000122965308413,0.3679582685463322,0.6050865901097229,0.7614403732482066,0.9000138335971964,0.3904392967097805,0.5906910825046299,0.7409027775619972,0.950014602130374,0.4028106788898166,0.5825781461446814,0.7295930638415196,1.0,0.4181073355770862,0.5716197763884875,0.7167951290389538
V3-3,P2,0,47,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,4713ca0d554d4ba66875cada7f2b9ad8e1a37c83062a6da42fc3f5f33ec0cd2f,extrasensory-p2-fold0-seed47-v2_multiseed,grouped_risk_selected,65059,45340,0.6969058854270739,0.727993959148981,0.8531694975209353,0.3039020843558297,0.3886772754823769,0.0284562039655755,0.301540780724607,0.4743673584267365,0.8000122965308413,0.3679582685463322,0.6050865901097229,0.7614403732482066,0.9000138335971964,0.3904392967097805,0.5906910825046299,0.7409027775619972,0.950014602130374,0.4028106788898166,0.5825781461446814,0.7295930638415196,1.0,0.4181073355770862,0.5716197763884875,0.7167951290389538
V3-3,P2,1,13,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,55799d64eb4b670d768a32f8b9fd53879e682405ee16749e6da649f3ba29497d,extrasensory-p2-fold1-seed13-v2_seed13,mean_binary_certainty,74282,52033,0.7004792547319674,0.7222117172764693,0.835389361902362,0.376749942019324,0.5684486508123001,0.2130218213758033,0.0420572040274948,0.9922096737980336,0.8000053848846288,0.4120522731931179,0.6304241479931196,0.723476395814403,0.9000026924423145,0.4274191991979487,0.6134265626980799,0.7027311611917277,0.9500013462211572,0.4352436532448133,0.6045718491004408,0.6931790053702688,1.0,0.4434743201797353,0.5955340123603474,0.6842692412750847
V3-3,P2,1,13,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,55799d64eb4b670d768a32f8b9fd53879e682405ee16749e6da649f3ba29497d,extrasensory-p2-fold1-seed13-v2_seed13,p2_system_reliability,74282,52033,0.7004792547319674,0.517768638662608,0.695297243098282,0.4344598688304278,0.9695991182793632,0.032839085830139,0.7833995223045349,0.9990602731704712,0.8000053848846288,0.4455577009433985,0.5961787017343892,0.6752137309500675,0.9000026924423145,0.4439888600741893,0.5977309237943221,0.675319339765938,0.9500013462211572,0.4435466095239855,0.5970213304590675,0.6790936009792453,1.0,0.4434743201797353,0.5955340123603474,0.6842692412750847
V3-3,P2,1,13,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,55799d64eb4b670d768a32f8b9fd53879e682405ee16749e6da649f3ba29497d,extrasensory-p2-fold1-seed13-v2_seed13,grouped_risk_output_compact,74282,52033,0.7004792547319674,0.6993763272084537,0.8099035062571974,0.3714720577409444,0.3985335846477096,0.0319257457294053,0.3018031817838268,0.476388141199064,0.8000053848846288,0.4148509933109209,0.6330909217121803,0.7237183549791739,0.9000026924423145,0.4281982378710547,0.6167025714313887,0.7048905013303577,0.9500013462211572,0.4356767330752463,0.6072499052896602,0.6947477843672952,1.0,0.4434743201797353,0.5955340123603474,0.6842692412750847
V3-3,P2,1,13,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,55799d64eb4b670d768a32f8b9fd53879e682405ee16749e6da649f3ba29497d,extrasensory-p2-fold1-seed13-v2_seed13,grouped_risk_full_compact,74282,52033,0.7004792547319674,0.6824907590335734,0.8038004603189965,0.3685720127287137,0.3998526883309631,0.0362335233044933,0.2371754736697459,0.521523202950875,0.8000053848846288,0.408440404888742,0.6323423248664232,0.7184694293542668,0.9000026924423145,0.4247585671555572,0.6161626151846546,0.7026316602403345,0.9500013462211572,0.4329493546888867,0.605539292477568,0.6937858534112437,1.0,0.4434743201797353,0.5955340123603474,0.6842692412750847
V3-3,P2,1,13,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,55799d64eb4b670d768a32f8b9fd53879e682405ee16749e6da649f3ba29497d,extrasensory-p2-fold1-seed13-v2_seed13,grouped_risk_selected,74282,52033,0.7004792547319674,0.6824907590335734,0.8038004603189965,0.3685720127287137,0.3998526883309631,0.0362335233044933,0.2371754736697459,0.521523202950875,0.8000053848846288,0.408440404888742,0.6323423248664232,0.7184694293542668,0.9000026924423145,0.4247585671555572,0.6161626151846546,0.7026316602403345,0.9500013462211572,0.4329493546888867,0.605539292477568,0.6937858534112437,1.0,0.4434743201797353,0.5955340123603474,0.6842692412750847
V3-3,P2,1,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,f52c8661a0b6d6269cb249637d65fbdd91d0f67599b6461a875df807a2fb997e,extrasensory-p2-fold1-seed29-v2_multiseed,mean_binary_certainty,74282,53725,0.7232573167119895,0.7078454651723353,0.8464755341043728,0.3829516986094098,0.5740437191154428,0.2137015114774255,0.028949374138106,0.9996580523021404,0.8000053848846288,0.408515527258834,0.6247662530691298,0.7094921559955252,0.9000026924423145,0.4233878717354515,0.6078180676252258,0.6890421885318779,0.9500013462211572,0.4312683866456365,0.5992173801823808,0.679425065033936,1.0,0.4418665989971377,0.5897960850388606,0.6703722119619264
V3-3,P2,1,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,f52c8661a0b6d6269cb249637d65fbdd91d0f67599b6461a875df807a2fb997e,extrasensory-p2-fold1-seed29-v2_multiseed,p2_system_reliability,74282,53725,0.7232573167119895,0.5302439774477181,0.7383218566587284,0.4281968798047721,0.9713765643453794,0.0269535641300202,0.7879309058189392,0.9994860887527466,0.8000053848846288,0.4340483506962455,0.6008922155069878,0.6623702535803443,0.9000026924423145,0.4393995882770329,0.5958707690423277,0.6649412655874302,0.9500013462211572,0.4440411819000993,0.5927995278331463,0.6659324087787801,1.0,0.4418665989971377,0.5897960850388606,0.6703722119619264
V3-3,P2,1,29,natural_missingness,efb672880ee0ff1680cafed70e33ce265ddcc65e24e6b7c44c7798d6500b08df,grouped_risk_full_compact,f52c8661a0b6d6269cb249637d65fbdd91d0f67599b6461a875df807a2fb997e,extrasensory-p2-fold1-seed29-v2_multiseed,grouped_risk_output_compact,74282,53725,0.7232573167119895,0.6647360539002733,0.812261905198888,0.3725052754667389,0.3954894741954591,0.026909294358213,0.3016572148317894,0.4607213452544036,0.8000053848846288,0.4122958649207489,0.6283853725603962,0.7094447447191168,0.9000026924423145,0.4253437990667645,0.6128210232501625,0.6908548204860115,0.9500013462211572,0.4332874947432706,0.6027661492316465,0.6807592292608066,1.0,0.4418665989971377,0.5897960850388606,0.6703722119619264
